datasheet_id,name,description,range,type,A,BS_WS,S,AP,D
2067,Twin penitent flails,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",Melee,Melee,8,3,5,-1,1
2076,Bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,0,1
2076,Heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,3,3,5,-1,2
2076,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,3,9,-4,D6
2076,Twin boltgun,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",24,Ranged,2,3,4,0,1
2076,Close combat weapon,,Melee,Melee,3,3,4,0,1
2077,Anvillus defence battery,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 4+</a>",72,Ranged,8,3,8,-1,2
2077,Ardex-defensor mauler,,36,Ranged,6,3,6,-2,2
2077,Nemesis quake cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>",480,Ranged,D6+6,3,16,-4,4
2077,Nemesis volcano cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",120,Ranged,D3+3,3,24,-5,14
2077,Reaver gatling blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",72,Ranged,12,3,8,-2,3
2077,Reaver laser blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",72,Ranged,8,3,20,-3,D6+2
2077,Reaver melta cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 4</a>",48,Ranged,D6+2,3,13,-4,6
2077,Reaver volcano cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",120,Ranged,D3+1,3,24,-5,14
2077,Nemesis feet,,Melee,Melee,6,4,12,-2,4
2080,Slugga,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,5,4,0,1
2080,Choppa,,Melee,Melee,4,3,5,-1,1
2081,Mechanicus pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">DEVASTATING WOUNDS</a>",12,Ranged,1,4,6,-1,1
2081,Phosphor blast carbine,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>",18,Ranged,D6,4,6,0,1
2081,Phosphor pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,4,4,0,1
2081,Sulphur breath,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",9,Ranged,D6,N/A,3,-1,1
2081,Cavalry arc maul,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>",Melee,Melee,1,4,5,-1,1
2081,Clawed limbs,,Melee,Melee,4,4,4,0,1
2082,Mechanicus pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,4,6,-1,1
2082,Galvanic carbine,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",18,Ranged,3,4,4,0,1
2082,Cavalry sabre and clawed limbs,,Melee,Melee,4,4,4,-1,1
2083,Flechette blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,5,4,3,0,1
2083,Phosphor torch,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,4,0,1
2083,Pteraxii talons,,Melee,Melee,2,4,4,0,1
2083,Taser goad,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>",Melee,Melee,3,4,6,0,1
2084,Flechette blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,5,4,3,0,1
2084,Flechette carbine,,18,Ranged,6,4,3,0,1
2084,Close combat weapon,,Melee,Melee,2,4,3,0,1
2084,Taser goad,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>",Melee,Melee,3,4,6,0,1
2085,Cognis heavy stubber array,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 9</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,9,4,4,0,1
2085,Armoured hull,,Melee,Melee,3,4,6,0,1
2086,Cognis heavy stubber,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,3,4,4,0,1
2086,Heavy phosphor blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>",36,Ranged,3,4,6,-1,2
2086,Twin cognis lascannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",48,Ranged,1,4,12,-3,D6+1
2086,Armoured hull,,Melee,Melee,3,4,6,0,1
2087,Cognis heavy stubber array,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 9</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,9,4,4,0,1
2087,Armoured hull,,Melee,Melee,3,4,6,0,1
2088,Somnus,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-psyker 5+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",Melee,Melee,4,2,6,-3,3
2090,Dirgesinger,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",18,Ranged,4,3,4,0,2
2090,Psychic Tempest,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>",18,Ranged,6,3,6,0,2
2090,Power fist,,Melee,Melee,3,3,6,-2,2
2092,Eldritch lance,,36,Ranged,3,3,9,-3,3
2092,Eldritch lance,,Melee,Melee,4,3,9,-3,3
2092,Impaling legs,"<a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>",Melee,Melee,4,3,6,-1,1
2093,Atomic disassembler,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",18,Ranged,1,3,8,-2,2
2093,Eradicator glove,,Melee,Melee,4,4,8,-2,2
2098,Bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,0,1
2098,Plasma incinerator – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",24,Ranged,2,3,7,-2,1
2098,Plasma incinerator – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",24,Ranged,2,3,8,-3,2
2098,Plasma pistol – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,7,-2,1
2098,Plasma pistol – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,8,-3,2
2098,Close combat weapon,,Melee,Melee,3,3,4,0,1
2099,Auto boltstorm gauntlets,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,3,3,4,0,1
2099,Flamestorm gauntlets,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",12,Ranged,D6+1,N/A,4,0,1
2099,Fragstorm grenade launcher,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",18,Ranged,D6,3,4,0,1
2099,Twin power fists,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",Melee,Melee,3,3,8,-2,2
2100,Drakkis,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6+3,N/A,4,-1,1
2100,Malleus Noctum,,Melee,Melee,5,2,10,-2,3
2102,Heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,3,3,5,-1,2
2102,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,3,9,-4,D6
2102,Typhoon missile launcher – frag,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>",48,Ranged,2D6,3,4,0,1
2102,Typhoon missile launcher – krak,,48,Ranged,2,3,9,-2,D6
2102,Close combat weapon,,Melee,Melee,3,3,4,0,1
2103,Bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,0,1
2103,Boltgun,,24,Ranged,2,3,4,0,1
2103,Combi-weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">ANTI-INFANTRY 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">DEVASTATING WOUNDS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">RAPID FIRE 1</a>",24,Ranged,1,4,4,0,1
2103,Flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6,N/A,4,0,1
2103,Grav-cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">ANTI-VEHICLE 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>",24,Ranged,3,4,6,-1,3
2103,Grav-gun,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 2+</a>",18,Ranged,2,3,5,-1,2
2103,Grav-pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">ANTI-VEHICLE 2+</a>",12,Ranged,1,3,4,-1,2
2103,Hand flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">IGNORES COVER</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">TORRENT</a>",12,Ranged,D6,N/A,3,0,1
2103,Heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">SUSTAINED HITS 1</a>",36,Ranged,3,4,5,-1,2
2103,Heavy flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">IGNORES COVER</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">TORRENT</a>",12,Ranged,D6,N/A,5,-1,1
2103,Inferno pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">MELTA 2</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",6,Ranged,1,3,8,-4,D3
2103,Meltagun,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",12,Ranged,1,3,9,-4,D6
2103,Lascannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>",48,Ranged,1,4,12,-3,D6+1
2103,Missile launcher – frag,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">BLAST</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>",48,Ranged,D6,4,4,0,1
2103,Missile launcher – krak,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>",48,Ranged,1,4,9,-2,D6
2103,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">MELTA 2</a>",18,Ranged,2,4,9,-4,D6
2103,Plasma cannon – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">BLAST</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>",36,Ranged,D3,4,7,-2,1
2103,Plasma cannon – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">BLAST</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">HAZARDOUS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>",36,Ranged,D3,4,8,-3,2
2103,Plasma gun – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>",24,Ranged,1,3,7,-2,1
2103,Plasma gun – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>",24,Ranged,1,3,8,-3,2
2103,Plasma pistol – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",12,Ranged,1,3,7,-2,1
2103,Plasma pistol – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">HAZARDOUS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">RAPID FIRE 1</a>",12,Ranged,1,3,8,-3,2
2103,Storm bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">RAPID FIRE 2</a>",24,Ranged,2,3,4,0,1
2103,Astartes chainsword,,Melee,Melee,4,3,4,-1,1
2103,Close combat weapon,,Melee,Melee,3,3,4,0,1
2103,Champion’s blade,"<a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",Melee,Melee,4,3,5,-2,2
2103,Power fist,,Melee,Melee,2,3,8,-2,2
2103,Power weapon,,Melee,Melee,3,3,5,-2,1
2103,Thunder hammer,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",Melee,Melee,2,4,8,-2,2
2103,Twin lightning claws,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",Melee,Melee,4,3,4,-2,1
2105,Fist of Dorn,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",Melee,Melee,5,2,10,-3,3
2108,Plasmic lance,,18,Ranged,3,4,7,-3,2
2108,Plasmic lance,,Melee,Melee,2,4,7,-3,2
2109,Enmitic annihilator,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",18,Ranged,2,2,6,-1,1
2109,Flensing claw,,Melee,Melee,8,2,6,-1,1
2109,Hyperphase harvester,,Melee,Melee,4,2,10,-3,3
2110,Skorpekh hyperphase weapons,,Melee,Melee,4,3,7,-2,2
2111,Scouring eye,,6,Ranged,2,4,5,-1,1
2111,Scythed limbs,,Melee,Melee,4,4,5,-1,1
2112,Atomiser beam,,12,Ranged,3,4,6,-2,1
2112,Reanimator’s claws,,Melee,Melee,4,4,5,0,1
2114,Feeder mandibles,"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",Melee,Melee,6,5,2,0,1
2115,Doomsday blaster,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",48,Ranged,D6+1,4,14,-3,3
2115,Twin gauss flayer,"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",24,Ranged,1,4,4,0,1
2115,Doomstalker limbs,,Melee,Melee,3,4,6,0,1
2116,Enmitic exterminator,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 6</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,6,3,6,-1,1
2116,Gauss destructor,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>",48,Ranged,1,3,14,-4,6
2116,Close combat weapon,,Melee,Melee,2,3,4,0,1
2173,Flamestorm cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>",12,Ranged,D6+3,N/A,6,-2,2
2173,Hunter-killer missile,one shot,48,Ranged,1,2,14,-3,D6
2173,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,3,9,-4,D6
2173,Storm bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",24,Ranged,2,3,4,0,1
2173,Twin assault cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",24,Ranged,6,3,6,0,1
2173,Armoured tracks,,Melee,Melee,6,4,8,0,1
2199,Gauntlets of Ultramar,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",18,Ranged,4,2,4,-1,2
2199,Gauntlets of Ultramar,"<a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",Melee,Melee,6,2,8,-3,3
2199,Victrix power sword,,Melee,Melee,5,2,5,-2,2
2202,Bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,0,1
2202,Boltgun,,24,Ranged,2,3,4,0,1
2202,Combi-weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">ANTI-INFANTRY 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">DEVASTATING WOUNDS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">RAPID FIRE 1</a>",24,Ranged,1,4,4,0,1
2202,Grav-cannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-vehicle 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",24,Ranged,3,4,6,-1,3
2202,Grav-pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">ANTI-VEHICLE 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",12,Ranged,1,3,4,-1,2
2202,Heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,3,4,5,-1,2
2202,Lascannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",48,Ranged,1,4,12,-3,D6+1
2202,Missile launcher – frag,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",48,Ranged,D6,4,4,0,1
2202,Missile launcher – krak,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",48,Ranged,1,4,9,-2,D6
2202,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,4,9,-4,D6
2202,Plasma cannon – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">BLAST</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>",36,Ranged,D3,4,7,-2,1
2202,Plasma cannon – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">BLAST</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">HAZARDOUS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">HEAVY</a>",36,Ranged,D3,4,8,-3,2
2202,Plasma pistol – standard,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",12,Ranged,1,3,7,-2,1
2202,Plasma pistol – supercharge,"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">HAZARDOUS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>",12,Ranged,1,3,8,-3,2
2202,Storm bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">RAPID FIRE 2</a>",24,Ranged,2,3,4,0,1
2202,Astartes chainsword,,Melee,Melee,4,3,4,-1,1
2202,Close combat weapon,,Melee,Melee,2,3,4,0,1
2202,Power fist,,Melee,Melee,2,3,8,-2,2
2202,Power weapon,,Melee,Melee,3,3,5,-2,1
2202,Thunder hammer,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>",Melee,Melee,2,4,8,-2,2
2234,Bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,0,1
2234,Master-crafted power weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>",Melee,Melee,5,2,5,-2,2
2252,Heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,3,3,5,-1,2
2252,Heavy flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>",12,Ranged,D6,N/A,5,-1,1
2252,Laser destroyer,"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>",36,Ranged,3,3,14,-4,D6+1
2252,Multi-melta,"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>",18,Ranged,2,3,9,-4,D6
2252,Quad lascannon,,48,Ranged,4,3,12,-3,D6+1
2252,Storm bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",24,Ranged,2,3,4,0,1
2252,Twin heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",36,Ranged,3,3,5,-1,2
2252,Twin heavy flamer,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>",12,Ranged,D6,N/A,5,-1,1
2252,Armoured tracks,,Melee,Melee,6,4,8,0,1
2255,Combi-weapon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>",24,Ranged,1,4,4,0,1
2255,Pyrecannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">IGNORES COVER</a>,<a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">TORRENT</a>",12,Ranged,D6+1,N/A,6,-1,1
2255,Sternguard bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,0,1
2255,Sternguard bolt rifle,"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>",24,Ranged,2,3,4,-1,1
2255,Sternguard heavy bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>",36,Ranged,3,4,5,-1,2
2255,Astartes chainsword,,Melee,Melee,4,3,4,-1,1
2255,Close combat weapon,,Melee,Melee,4,3,4,0,1
2255,Power weapon,,Melee,Melee,5,2,5,-2,1
2255,Power fist,,Melee,Melee,3,3,8,-2,2
2258,Hunter-killer missile,one shot,48,Ranged,1,2,14,-3,D6
2258,Icarus stormcannon,"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-fly 2+</a>",48,Ranged,6,3,7,-1,2
2258,Storm bolter,"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>",24,Ranged,2,3,4,0,1
2258,Armoured tracks,,Melee,Melee,3,4,6,0,1
2266,Bolt pistol,"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>",12,Ranged,1,3,4,0,1
2266,Smite – witchfire,"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",24,Ranged,D6,3,5,-1,D3
2266,Smite – focused witchfire,"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>",24,Ranged,D6,3,6,-2,D3
