datasheet_id,line,description
2758,1,1 Daemon Prince of Chaos with Wings
2759,1,1 Autarch Wayleaper
2760,1,1 Inquisitor in Terminator Armour
2761,1,1 Legionnaire Sergeant
2761,2,4-9 Legionnaires
2762,1,1 Rogue Trader
2762,2,1 Death Cult Assassin
2762,3,1 Lectro-Maester
2762,4,1 Rejuvenat Adept
2763,1,"1 Janus Draik – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
2764,1,"1 Neyam Shai Murad – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
2765,1,1 Navigator
2766,1,"1 UR-025 – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
2767,1,5-10 Inquisitorial Agents
2767,2,1-2 Gun Servitors*
2768,1,1 Grey Knights Relic Razorback
2769,1,1 Armiger Moirax
2770,1,"1 Sir Hekhtur – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
2771,1,"1 Ephrael Stern – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
2771,2,"1 Kyganil of the Bloody Tears – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
2772,1,1 Ancient
2772,2,1 Company Champion
2772,3,2 Company Veterans
2773,1,1 Apothecary
2775,1,1 Ancient
2776,1,1 Assault Intercessor Sergeant with Jump Pack
2776,2,4-9 Assault Intercessors with Jump Packs
2779,1,10 MODELS MAXIMUM
2779,2,3‑10 Kill Team Infiltrators
2779,3,0‑3 Kill Team Infiltrators with bolt sniper rifles
2779,4,0‑4 Kill Team Infiltrators with Deathwatch occulus bolt carbines
2779,5,0‑4 Kill Team Infiltrators with combat knives
2780,1,10 MODELS MAXIMUM
2780,2,1 Kill Team Sergeant
2780,3,2-9 Kill Team Intercessors
2780,4,0-4 Kill Team Intercessors with plasma incinerators
2780,5,0-4 Kill Team Intercessors with heavy bolt pistols
2780,6,0‑4 Kill Team Intercessors with pyreblasters
2780,7,0‑2 Kill Team Intercessors with superfrag rocket launchers
2781,1,10 MODELS MAXIMUM
2781,2,3‑10 Kill Team Heavy Intercessors
2781,3,0‑3 Kill Team Heavy Intercessors with power fists
2781,4,0‑3 Kill Team Heavy Intercessors with melta rifles
2783,1,1 Watch Sergeant
2783,2,4-9 Deathwatch Veterans
2786,1,1 Impulsor
2787,1,1 Gladiator Lancer
2788,1,1 Gladiator Valiant
2789,1,1 Gladiator Reaper
2790,1,1 Repulsor Executioner
2791,1,1 Repulsor
2792,1,"1 Chaplain Grimaldus – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
2792,2,3 Cenobyte Servitors*
2793,1,1 Castellan
2794,1,"1 High Marshal Helbrecht – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
2795,1,1 Emperor’s Champion
2796,1,1 Marshal
2798,1,4-10 Sword Brothers
2799,1,1 Sword Brother
2799,2,5-11 Initiates
2799,3,4-8 Neophytes
2801,1,1 Venerable Dreadnought
2807,1,1 Castellum Stronghold
2808,1,1 Wall of Martyrs Bunker
2809,1,1-2 Wall of Martyrs Defence Lines
2810,1,1 Wall of Martyrs Defence Emplacement
2811,1,"1 Aegis Defence Line with Weapon Emplacement (4 large shield sections, 4 small shield sections and 1 gun emplacement)"
3582,1,1 Khorne Berzerker Champion
3582,2,9-19 Khorne Berzerkers
3583,1,1 Aspiring Sorcerer
3583,2,4-9 Rubric Marines
3584,1,1 Plague Champion
3584,2,4-9 Plague Marines
3585,1,1 Chaos Thunderhawk
3586,1,1 Greater Blight Drone
3587,1,1 Blood Slaughterer
3588,1,1 Chaos Thunderhawk
3589,1,1 Greater Brass Scorpion
3590,1,1 Kytan Ravager
3591,1,1 Chaos Thunderhawk
3592,1,1 Chaos Lord on Palanquin of Nurgle
3593,1,4 Nightmare Hulks
3593,2,3 Gellerpox Mutants
3594,1,1 Hell Blade
3595,1,1 Hell Talon
3596,1,16 Mutoid Vermin
3597,1,1 Chaos Lord on Disc of Tzeentch
3598,1,1 Hell Blade
3599,1,1 Hell Talon
3600,1,1 Sorcerer on Palanquin of Nurgle
3601,1,1 Hell Blade
3602,1,1 Hell Talon
3603,1,1 Terrax-pattern Termite
3604,1,1 Terrax-pattern Termite
3605,1,1 Terrax-pattern Termite
3606,1,1 Terrax-pattern Termite
3607,1,1 Land Raider Achilles
3608,1,1 Land Raider Achilles
3609,1,1 Land Raider Achilles
3610,1,1 Land Raider Achilles
3611,1,1 Land Raider Proteus
3612,1,1 Land Raider Proteus
3613,1,1 Land Raider Proteus
3614,1,1 Land Raider Proteus
3615,1,1 Fire Raptor Gunship
3616,1,1 Fire Raptor Gunship
3617,1,1 Fire Raptor Gunship
3618,1,1 Fire Raptor Gunship
3619,1,1 Spartan
3620,1,1 Spartan
3621,1,1 Spartan
3622,1,1 Spartan
3623,1,1 Deredeo Dreadnought
3624,1,1 Deredeo Dreadnought
3625,1,1 Deredeo Dreadnought
3626,1,1 Deredeo Dreadnought
3627,1,1 Cerberus
3628,1,1 Cerberus
3629,1,1 Cerberus
3630,1,1 Cerberus
3631,1,1 Kratos
3632,1,1 Kratos
3633,1,1 Kratos
3634,1,1 Kratos
3635,1,1 Sokar-pattern Stormbird
3636,1,1 Sokar-pattern Stormbird
3637,1,1 Sokar-pattern Stormbird
3638,1,1 Sokar-pattern Stormbird
3639,1,1 Sicaran Battle Tank
3640,1,1 Sicaran Battle Tank
3641,1,1 Sicaran Battle Tank
3642,1,1 Sicaran Battle Tank
3643,1,1 Mastodon
3644,1,1 Mastodon
3645,1,1 Mastodon
3646,1,1 Mastodon
3647,1,1 Leviathan Dreadnought
3648,1,1 Leviathan Dreadnought
3649,1,1 Leviathan Dreadnought
3650,1,1 Leviathan Dreadnought
3651,1,1 Fellblade
3652,1,1 Fellblade
3653,1,1 Fellblade
3654,1,1 Fellblade
3655,1,1 Relic Contemptor Dreadnought
3656,1,1 Relic Contemptor Dreadnought
3657,1,1 Relic Contemptor Dreadnought
3658,1,1 Relic Contemptor Dreadnought
3659,1,1 Whirlwind Scorpius
3660,1,1 Whirlwind Scorpius
3661,1,1 Whirlwind Scorpius
3662,1,1 Whirlwind Scorpius
3663,1,1 Xiphon Interceptor
3664,1,1 Xiphon Interceptor
3665,1,1 Xiphon Interceptor
3666,1,1 Xiphon Interceptor
3667,1,1 Rapier Carrier
3668,1,1 Rapier Carrier
3669,1,1 Rapier Carrier
3670,1,1 Rapier Carrier
3671,1,1 Storm Eagle Gunship
3672,1,1 Storm Eagle Gunship
3673,1,1 Storm Eagle Gunship
3674,1,1 Storm Eagle Gunship
3675,1,1 Sicaran Venator
3676,1,1 Sicaran Venator
3677,1,1 Sicaran Venator
3678,1,1 Sicaran Venator
3679,1,1 Typhon
3680,1,1 Typhon
3681,1,1 Typhon
3682,1,1 Typhon
3683,1,1 Sicaran Punisher
3684,1,1 Sicaran Punisher
3685,1,1 Sicaran Punisher
3686,1,1 Sicaran Punisher
3687,1,1 Falchion
3688,1,1 Falchion
3689,1,1 Falchion
3690,1,1 Falchion
3691,1,"1 Da Red Gobbo – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3692,1,"1 Grotmas Gitz – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3693,1,1 Overlord with Translocation Shroud
3694,1,1-3 Sydonian Dragoons
3695,1,1 Sydonian Skatros
3696,1,"1 Chapter Master Draaken Vorn - <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3697,1,"1 Chapter Champion Facio - <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3698,1,3-6 Inner Circle Companions
3699,1,1 Crisis Sunforge Shas’vre
3699,2,2 Crisis Sunforge Shas’ui
3700,1,1 Crisis Fireknife Shas’vre
3700,2,2 Crisis Fireknife Shas’ui
3701,1,1 Crisis Starscythe Shas’vre
3701,2,2 Crisis Starscythe Shas’ui
3702,1,1 Kroot Trail Shaper
3703,1,1 Kroot War Shaper
3704,1,1 Kroot Flesh Shaper
3705,1,1 Kroot Lone-Spear
3706,1,3-6 Krootox Rampagers
3707,1,1 Big Mek
3709,1,"1 Ufthak Blackhawk - <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3710,1,1 Yaegir Theyn
3710,2,9 Hernkyn Yaegirs
3711,1,1 Chaos Lord
3712,1,1 Cultist Firebrand
3713,1,1 Cultist Champion
3713,2,9-19 Chaos Cultists
3714,1,1 Canoness With Jump Pack
3715,1,1 Benefictus
3716,1,1 Acolyte Leader
3716,2,4-9 Acolyte Hybrids
3811,1,"1 Celestian Sacresant Aveline – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3812,1,1 Ministorum Priest
3813,1,1 Terminator Justicar
3813,2,4 Grey Knights Terminators
3814,1,1 Watch Captain Artemis
3815,1,1 Watch Master
3816,1,1 Watch Sergeant
3816,2,4-9 Deathwatch Veterans
3817,1,1 Corvus Blackstar
3818,1,1 Sister Superior
3818,2,9 Battle Sisters
3819,1,1 Immolator
3820,1,1 Inquisitorial Chimera
3821,1,"1 Chaplain Cassius – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3821,2,"8 Kill Team Veterans:<br><ul style=""list-style-type:circle;""><li>Vael Donatus</li><li>Zameon Gydrael</li><li>Rodricus Grytt</li><li>Antor Delassio</li><li>Edryc Setorax</li><li>Jensus Natorian</li><li>Drenn Redblade</li><li>Ennox Sorrlock</li></ul>"
3821,3,1 Kill Team Terminator (Garran Branatar)
3821,4,1 Kill Team Biker (Jetek Suberei)
3822,1,1 Deathwatch Terminator Sergeant
3822,2,4-9 Deathwatch Terminators
3823,1,1 Veteran Biker Sergeant
3823,2,2-5 Veteran Bikers
3824,1,10 MODELS MAXIMUM
3824,2,5-10 Kill Team Veterans
3824,3,0-4 Kill Team Veterans with Jump Packs
3824,4,0-2 Kill Team Bikers
3824,5,0-4 Kill Team Terminators
3825,1,10 MODELS MAXIMUM
3825,2,5-10 Kill Team Intercessors
3825,3,0-4 Kill Team Intercessors with plasma incinerators
3825,4,0-4 Kill Team Intercessors with heavy bolt pistols
3825,5,0-2 Kill Team Outriders
3826,1,10 MODELS MAXIMUM
3826,2,5-10 Kill Team Heavy Intercessors
3826,3,0-2 Kill Team Heavy Intercessors with power fists
3826,4,0-2 Kill Team Heavy Intercessors with melta rifles
3826,5,0-2 Kill Team Heavy Intercessors with jump packs
3827,1,10 MODELS MAXIMUM
3827,2,5-10 Kill Team Infiltrators
3827,3,0-2 Kill Team Infiltrators with bolt sniper rifles
3827,4,0-2 Kill Team Infiltrators with jump packs
3827,5,0-4 Kill Team Infiltrators with occulus bolt carbines
3827,6,0-4 Kill Team Infiltrators with combat knives
3828,1,1-2 Daemonhosts
3829,1,1 Jokaero Weaponsmith
3830,1,1 Imperial Rhino
3831,1,1 Blood Angels Captain
3832,1,1 Death Company Captain
3833,1,1 Death Company Captain with Jump Pack
3834,1,1 Tempestor Aquilon
3834,2,9 Tempestus Aquilons
3835,1,1 Death Company Dreadnought
3836,1,5-10 Death Company Marines
3837,1,5-10  Death Company Marines with Jump Packs
3838,1,"1 Lieutenant Titus – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3839,1,1 Tech-Priest Dominus
3840,1,1 Tech-Priest Manipulus
3841,1,1 Skitarii Marshal
3842,1,1 Skitarii Ranger Alpha
3842,2,9 Skitarii Rangers
3843,1,1 Skitarii Vanguard Alpha
3843,2,9 Skitarii Vanguard
3844,1,1 Cultist Firebrand
3845,1,1 Cult Demagogue
3845,2,1 Mindwitch
3845,3,1 Iconarch
3845,4,2 Blessed Blades
3846,1,1 Traitor Enforcer
3846,2,1 Traitor Ogryn
3847,1,1 Renegade Enforcer
3848,1,1 Rogue Psyker
3849,1,1 Cultist Champion
3849,2,9-19 Chaos Cultists
3850,1,1 Cultist Champion
3850,2,9-19 Chaos Cultists
3851,1,3-6 Torments
3851,2,5-10 Mutants
3852,1,1 Fellgor Champion
3852,2,9 Fellgor Beastmen
3853,1,1 Traitor Sergeant
3853,2,9 Traitor Guardsmen
3854,1,4 Nightmare Hulks
3854,2,3 Gellerpox Mutants
3855,1,16 Mutoid Vermin
3856,1,4 Negavolt Cultists
3857,1,3 Renegade Heavy Weapons Teams
3858,1,1 Ogryn Pack Master
3858,2,3 Chaos Mauler Hounds
3859,1,3 Renegade Ogryn Brutes
3860,1,3 Renegade Plague Ogryns
3861,1,1 Boss Nob
3861,2,5 Breaka Boyz
3871,1,1 Watch Master
3872,1,1 Watch Captain Artemis
3873,1,1 Deathwatch Terminator Sergeant
3873,2,4-9 Deathwatch Terminators
3874,1,10 MODELS MAXIMUM
3874,2,1 Kill Team Sergeant with Jump Pack
3874,3,2‑9 Kill Team Intercessors with Jump Packs
3874,4,0‑5 Kill Team Heavy Intercessors with Jump Packs
3875,1,"1 Chaplain Cassius – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3875,2,"8 Kill Team Veterans:<br><ul style=""list-style-type:circle;""><li>Vael Donatus</li><li>Zameon Gydrael</li><li>Rodricus Grytt</li><li>Antor Delassio</li><li>Edryc Setorax</li><li>Jensus Natorian</li><li>Drenn Redblade</li><li>Ennox Sorrlock</li></ul>"
3875,3,1 Kill Team Terminator (Garran Branatar)
3875,4,1 Kill Team Biker (Jetek Suberei)
3876,1,1 Visionary
3876,2,4-9 Legionaries
3877,1,"1 Deathleaper – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3878,1,1 Parasite of Mortrex
3879,1,1 Winged Hive Tyrant
3880,1,1 Winged Tyranid Prime
3881,1,10-20 Gargoyles
3882,1,1 Tyrannocyte
3883,1,1 Lictor
3884,1,1 Mawloc
3885,1,1 Neurolictor
3886,1,5 Raveners
3887,1,1 Trygon
3888,1,3-6 Von Ryan’s Leapers
3889,1,1 Lord Commissar
3889,2,5 Veteran Guardsmen
3890,1,"1 Lord Marshal Dreir – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3891,1,1 Catachan Commander
3891,2,4 Veteran Guardsmen
3892,1,1 Rogal Dorn Tank Commander
3893,1,1 Krieg Engineer Watchmaster
3893,2,4-9 Krieg Combat Engineers
3894,1,3 Heavy Weapons Teams
3895,1,3 Heavy Weapons Gunners
3895,2,1 Fire Coordinator
3896,1,1 Artillery Team
3897,1,2 Ordnance Teams
3898,1,1 Ridemaster
3898,2,4-9 Death Riders
3909,1,"1 Lhykhis – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3910,1,1 D-cannon Platform
3911,1,1 Shadow Weaver Platform
3912,1,1 Vibro Cannon Platform
3913,1,1 Wraithknight with Ghostglaive
3914,1,1 Archon
3915,1,1 Succubus
3916,1,1 Sybarite
3916,2,9 Kabalite Warriors
3917,1,1 Hekatrix
3917,2,9 Wyches
3918,1,1 Klaivex
3918,2,4-9 Incubi
3919,1,1 Arena Champion
3919,2,2-5 Reavers
3920,1,1 Raider
3921,1,1 Venom
3922,1,"1 Minka Lesk - <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3922,2,4 Lesk’s Heroes
3923,1,1 Death Jester
3924,1,1 Shadowseer
3925,1,"1 Solitaire – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3926,1,1 Troupe Master
3927,1,1 Starweaver
3928,1,2-4 Skyweavers
3929,1,1 Lead Player
3929,2,4-11 Players
3930,1,1 Voidweaver
3931,1,1 Voidreaver Felarch
3931,2,4-9 Corsair Voidreavers
3932,1,This unit can contain a maximum of 10 models.
3932,2,1 Voidscarred Felarch
3932,3,4-9 Corsair Voidscarred
3932,4,0-1 Shade Runner
3932,5,0-1 Soul Weaver
3932,6,0-1 Way Seeker
3933,1,0-1 Cloud Dancer Felarch
3933,2,3-6 Corsair Cloud Dancers
3934,1,0-1 Corsair Reaver Felarch
3934,2,5-10 Corsair Reavers
3935,1,0-1 Corsair Skyreaver Felarch
3935,2,5-10 Corsair Skyreavers
3937,1,"1 Provisionally Prepared – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3938,1,1 Cadian Castellan
3939,1,1 Cadian Commander
3939,2,4 Cadian Veteran Guardsmen
3940,1,1 Catachan Commander
3940,2,4 Veteran Guardsmen
3941,1,1 Lord Commissar
3941,2,5 Veteran Guardsmen
3942,1,1 Leman Russ Commander
3943,1,1 Primaris Psyker
3944,1,1 Rogal Dorn Tank Commander
3945,1,1 Death Rider Commissar
3946,1,1 Quartermaster Revenant
3946,2,4 Medicae Servitors
3947,1,"1 Minka Lesk - <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
3947,2,4 Lesk’s Heroes
3948,1,1 Shock Trooper Sergeant and 9 Shock Troopers
3948,2,OR
3948,3,2 Shock Trooper Sergeants and 18 Shock Troopers
3949,1,1 Jungle Fighter Sergeant and 9 Jungle Fighters
3949,2,OR
3949,3,2 Jungle Fighter Sergeants and 18 Jungle Fighters
3950,1,1 Death Korps Watchmaster and 9 Death Korps Troopers
3950,2,OR
3950,3,2 Death Korps Watchmasters and 18 Death Korps Troopers
3951,1,1 Chimera
3952,1,1 Taurox
3953,1,1 Taurox Prime
3954,1,1 Storm Chimera
3955,1,1 Aegis Defence Line
3956,1,1 Earthshaker Platform
3957,1,1 Hydra Platform
3958,1,1 Manticore Platform
3959,1,1-2 Sabre Gun Platforms
3960,1,1-2 Armoured Sentinels
3961,1,1 Artillery Team
3962,1,1 Rough Rider Sergeant
3962,2,4-9 Rough Riders
3963,1,1 Baneblade
3964,1,1 Banehammer
3965,1,1 Banesword
3966,1,1 Basilisk
3967,1,3 Heavy Weapons Teams
3968,1,3 Heavy Weapons Teams
3969,1,1 Ridemaster
3969,2,4-9 Death Riders
3970,1,1 Deathstrike
3971,1,1 Doomhammer
3972,1,2 Ordnance Teams
3973,1,1 Hellhammer
3974,1,1 Hellhound
3975,1,1 Hydra
3976,1,1 Kasrkin Sergeant
3976,2,9 Kasrkin Troopers
3977,1,1 Krieg Engineer Watchmaster
3977,2,4-9 Krieg Combat Engineers
3978,1,3 Heavy Weapons Gunners
3978,2,1 Fire Coordinator
3979,1,1 Leman Russ Battle Tank
3980,1,1 Leman Russ Demolisher
3981,1,1 Leman Russ Eradicator
3982,1,1 Leman Russ Executioner
3983,1,1 Leman Russ Exterminator
3984,1,1 Leman Russ Punisher
3985,1,1 Leman Russ Vanquisher
3986,1,1 Manticore
3987,1,1 Rogal Dorn Battle Tank
3988,1,1-2 Scout Sentinels
3989,1,1 Shadowsword
3990,1,1 Stormlord
3991,1,1 Stormsword
3992,1,1 Wyvern
3993,1,1 Cyclops Demolition Vehicle
3994,1,1 Arkurian Stormhammer
3995,1,1 Armageddon-pattern Medusa
3996,1,1 Atlas Recovery Vehicle
3997,1,1 Carnodon
3998,1,1 Centaur Light Carrier
3999,1,1 Colossus
4000,1,1 Crassus
4001,1,One of the following:
4001,2,1 Grenadier Sergeant and 9 Grenadiers
4001,3,"1 Grenadier Sergeant, 7 Grenadiers and 1 Heavy Weapons Team"
4002,1,1 Dominus Armoured Siege Bombard
4003,1,1 Earthshaker Carriage
4004,1,1 Elysian Drop Sentinel
4005,1,3 Elysian Sniper Teams
4006,1,1 Gorgon Heavy Transport
4007,1,1 Griffon Mortar Carrier
4008,1,1 Hades Breaching Drill
4009,1,1 Heavy Mortar Team
4010,1,1 Heavy Quad Launcher Team
4011,1,1 Macharius
4012,1,1 Macharius Omega
4013,1,1 Macharius Vanquisher
4014,1,1 Macharius Vulcan
4015,1,1 Malcador
4016,1,1 Malcador Annihilator
4017,1,1 Malcador Defender
4018,1,1 Malcador Infernus
4019,1,1 Medusa Carriage
4020,1,1 Minotaur
4021,1,1 Mukaali Rider Sergeant
4021,2,2 Mukaali Riders
4022,1,4 Munitorum Servitors
4023,1,1 Praetor
4024,1,1-3 Rapier Laser Destroyers
4025,1,"1 Master of Ordnance, 1 Officer of the Fleet and 1 Astropath."
4026,1,1 Salamander Command Vehicle
4027,1,1 Salamander Scout Vehicle
4028,1,1 Sentinel Powerlifter
4029,1,1 Stormblade
4030,1,1 Stygies Destroyer Tank Hunter
4031,1,1-3 Tarantula Sentry Guns
4032,1,1 Tauros Assault Vehicle
4033,1,1 Tauros Venator
4034,1,1 Trojan Support Vehicle
4035,1,1 Valdor
4036,1,1 Chaos Lord
4037,1,1 Chaos Lord in Terminator Armour
4038,1,1 Chaos Lord
4039,1,1 Chaos Lord on Disc of Tzeentch
4040,1,1 Chaos Lord on Juggernaut
4041,1,1 Chaos Lord on Palanquin of Nurgle
4042,1,1 Chaos Lord on Steed of Slaanesh
4043,1,1 Terminator Champion
4043,2,4-9 Chaos Terminators
4044,1,1 Chosen Champion
4044,2,4-9 Chosen
4045,1,1 Cultist Firebrand
4046,1,1 Cult Demagogue
4046,2,1 Mindwitch
4046,3,1 Iconarch
4046,4,2 Blessed Blades
4047,1,1 Traitor Enforcer
4047,2,1 Traitor Ogryn
4048,1,1 Renegade Enforcer
4049,1,1 Rogue Psyker
4050,1,1 Cultist Champion
4050,2,9-19 Chaos Cultists
4051,1,1 Cultist Champion
4051,2,9-19 Chaos Cultists
4052,1,3-6 Torments
4052,2,5-10 Mutants
4053,1,1 Fellgor Champion
4053,2,9 Fellgor Beastmen
4054,1,1 Traitor Sergeant
4054,2,9 Traitor Guardsmen
4055,1,4 Nightmare Hulks
4055,2,3 Gellerpox Mutants
4056,1,16 Mutoid Vermin
4057,1,4 Negavolt Cultists
4058,1,3 Renegade Heavy Weapons Teams
4059,1,1 Ogryn Pack Master
4059,2,3 Chaos Mauler Hounds
4060,1,3 Renegade Ogryn Brutes
4061,1,3 Renegade Plague Ogryns
4062,1,1 Dark Apostle
4062,2,2 Dark Disciples
4063,1,1 Havoc Champion
4063,2,4 Havocs
4064,1,1 Aspiring Champion
4064,2,4-9 Legionaries
4065,1,1 Master of Possession
4066,1,1 Possessed Champion
4066,2,4-9 Possessed
4067,1,1 Raptor Champion
4067,2,4-9 Raptors
4068,1,1 Sorcerer
4069,1,1 Sorcerer on Disc of Tzeentch
4070,1,1 Sorcerer on Palanquin of Nurgle
4071,1,1 Sorcerer on Steed of Slaanesh
4072,1,1 Sorcerer in Terminator Armour
4073,1,1 Warp Talon Champion
4073,2,4-9 Warp Talons
4074,1,1 Miraculist
4074,2,1 Salvationist
4074,3,1 Death Cult Assassin
4074,4,2 Missionaries
4074,5,4 Sanctifiers
4075,1,1 Miraculist
4075,2,1 Salvationist
4075,3,1 Death Cult Assassin
4075,4,2 Missionaries
4075,5,4 Sanctifiers
4076,1,1 Blood Herald
4076,2,7 Goremongers
4077,1,"1 Fulgrim – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
4078,1,1 Lord Exultant
4079,1,1 Obsessionist
4079,2,4-9 Tormentors
4080,1,1 Obsessionist
4080,2,4-9 Infractors
4081,1,1 Terminator Champion
4081,2,4 Chaos Terminators
4082,1,1 Chaos Land Raider
4083,1,"1 Lucius the Eternal – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
4084,1,1 Lord Kakophonist
4085,1,1 Sorcerer
4086,1,1 Daemon Prince of Slaanesh
4087,1,1 Daemon Prince of Slaanesh with Wings
4088,1,1 Disharmonist
4088,2,5 Noise Marines
4089,1,3-6 Flawless Blades
4090,1,2 Chaos Spawn
4091,1,1 Maulerfiend
4092,1,1 Heldrake
4093,1,1 Chaos Rhino
4094,1,"1 Shalaxi Helbane – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
4095,1,1 Alluress
4095,2,9 Daemonettes
4096,1,1 Blissbringer
4096,2,2-5 Fiends
4097,1,1 Keeper of Secrets
4098,1,1 Heartseeker
4098,2,4-9 Seekers
4099,1,1 Disharmonist
4099,2,5 Noise Marines
4100,1,1 Tormentbringer
4101,1,1-2 Hellflayers
4102,1,"1 Karanak – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
4103,1,1 Slaughterbound
4104,1,"1 Skarbrand – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
4105,1,1 Bloodthirster
4106,1,1 Bloodreaper
4106,2,9 Bloodletters
4107,1,1 Bloodhunter
4107,2,2-5 Bloodcrushers
4108,1,1 Gore Hound
4108,2,4-9 Flesh Hounds
4109,1,1 Lord of Poxes
4110,1,1 Foetid Bloat-drone
4111,1,"1 Rotigus – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
4112,1,1 Great Unclean One
4113,1,1 Plagueridden
4113,2,9 Plaguebearers
4114,1,1 Plaguebringer
4114,2,2-5 Plague Drones
4115,1,1-2 Beasts of Nurgle
4116,1,3-6 Nurgling Swarms
4117,1,1 Ravener Prime
4117,2,4 Raveners
4118,1,1 Ravener Prime
4118,2,4 Raveners
4119,1,1 Servitor Underseer
4119,2,2 Gun Servitors
4119,3,6 Combat Servitors
4120,1,1 Daemon Prince of Tzeentch with Wings
4121,1,2-4 Sekhetar Robots
4122,1,1 Aviarch
4122,2,2-5 Enlightened
4123,1,"1 Kairos Fateweaver – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
4124,1,1 Lord of Change
4125,1,1 Pyrocaster
4125,2,2-5 Flamers
4126,1,3-6 Screamers
4127,1,10 Pink Horrors
4128,1,10 Blue Horrors
4129,1,1 Wolf Priest
4130,1,1 Wolf Guard Battle Leader
4131,1,3-6 Wolf Guard Headtakers
4131,2,0-6 Hunting Wolves
4132,1,5-10 Wulfen
4133,1,1 Wulfen Dreadnought
4134,1,1 Knight Ruinator
4135,1,1 Execrator
4136,1,1 Crusade Ancient
4137,1,1 Sternguard Veteran Squad Leader
4137,2,4-9 Sternguard Veterans
4138,1,1 Terminator Squad Leader
4138,2,4-9 Terminators
4139,1,1 Land Raider Crusader
4140,1,"1 Buri Aegnirssen – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
4141,1,1 Memnyr Strategist
4142,1,1 Arkanyst Evaluator
4143,1,1 Steeljack Theyn
4143,2,2-5 Ironkin Steeljacks
4144,1,1 Steeljack Theyn
4144,2,2-5 Ironkin Steeljacks
4145,1,2 Cthonian Earthshakers
4146,1,1-2 Kapricus Defenders
4147,1,1 Kapricus Carrier
4148,1,"1 Aethon Shaan – <span class=""kwb"">EPIC</span> <span class=""kwb"">HERO</span>"
4149,1,1 Knight Defender
