datasheet_id,line,button,description
2685,4,•,1 other Exaction Vigilant that is equipped with an Arbites combat shotgun can be equipped with 1 soulguilt scanner.*
2685,5,•,The Proctor-Exactant can be equipped with 1 nuncio aquila.
2685,6,*,* That model’s Arbites combat shotgun cannot be replaced.
2688,1,•,None
2692,1,•,"Any number of models can each have their devourer replaced with one of the following:<ul style=""list-style-type:circle""><li>1 deathspitter</li><li>1 spinefists</li></ul>"
2692,2,•,"For every 3 models in this unit, 1 model’s devourer can be replaced with 1 barbed strangler."
2692,3,•,"For every 3 models in this unit, 1 model’s devourer can be replaced with 1 venom cannon."
2694,1,•,None
2700,1,•,This model’s 2 Astraeus las-rippers can be replaced with 2 plasma eradicators.
2700,2,•,This model’s twin heavy bolter can be replaced with 1 twin lascannon.
2700,3,•,This model can be equipped with 1 ironhail heavy stubber.
2702,1,•,"This model’s bolt pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 combi-weapon</li><li>1 hand flamer</li><li>1 inferno pistol</li><li>1 master-crafted boltgun</li><li>1 plasma pistol</li><li>1 storm bolter</li><li>1 relic shield*</li><li>1 relic weapon</li><li>1 power fist</li><li>1 thunder hammer</li></ul>"
2702,2,•,"This model’s Astartes chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 close combat weapon and 1 relic shield*</li><li>1 power fist</li><li>1 relic weapon</li></ul>"
2702,3,•,This model’s bolt pistol and Astartes chainsword can be replaced with 1 twin lightning claws.
2702,4,*,* Maximum one per model.
2703,1,•,Any number of models can each have their twin flamer replaced with 1 twin meltagun.
2703,2,•,Any number of models can each have their Centurion bolters replaced with 1 Centurion assault launcher.
2704,1,•,This model’s 2 quad lascannons can be replaced with 2 laser destroyers.
2704,2,•,This model’s twin heavy bolter can be replaced with 1 twin heavy flamer
2704,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>"
2705,1,•,This model’s 2 storm bolters can be replaced with 2 fragstorm grenade launchers.
2705,2,•,This model can be equipped with 1 ironhail heavy stubber.
2705,3,•,This model can be equipped with 1 Icarus rocket pod.
2706,1,•,This model’s seismic hammer can be replaced with 1 Dreadnought chainfist.
2706,2,•,This model’s Dreadnought combat weapon and storm bolter can be replaced with 1 hurricane bolter.
2706,3,•,This model’s storm bolter can be replaced with 1 heavy flamer.
2706,4,•,This model’s meltagun can be replaced with 1 heavy flamer.
2706,5,•,This model can be equipped with up to 2 hunter-killer missiles.
2706,6,•,This model can be equipped with 1 Ironclad assault launchers.
2710,1,•,This model can be equipped with 1 storm bolter.
2710,2,•,This model can be equipped with 1 hunter-killer missile.
2711,1,•,This model’s heavy bolter can be replaced with 1 multi-melta.
2712,1,•,An Invader ATV’s onslaught gatling cannon can be replaced with 1 multi-melta.
2714,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"
2714,2,•,This model can be equipped with 1 hunter-killer missile.
2714,3,•,This model can be equipped with 1 storm bolter.
2715,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"
2715,2,•,This model can be equipped with 1 hunter-killer missile.
2715,3,•,This model can be equipped with 1 storm bolter.
2717,1,•,This model can be equipped with 1 Icarus rocket pod.
2717,2,•,This model’s heavy flamer can be replaced with 1 onslaught gatling cannon.
2717,3,•,This model’s heavy onslaught gatling cannon can be replaced with 1 macro plasma incinerator.
2717,4,•,This model’s twin fragstorm grenade launcher can be replaced with 1 twin storm bolter.
2718,1,•,All models in this unit can each have their combat knife replaced with 1 bolt carbine and 1 close combat weapon.
2718,2,•,"If the Reiver Sergeant is equipped with 1 bolt carbine, it can be equipped with 1 combat knife."
2718,3,•,All models in this unit can each be equipped with 1 Reiver grav-chute.
2718,4,•,All models in this unit can each be equipped with 1 grapnel launcher.
2719,1,•,"Each of this model’s heavy plasma cannons can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 conversion beam cannon</li><li>1 kheres-pattern assault cannon</li><li>1 multi-melta</li><li>1 twin autocannon</li><li>1 twin heavy bolter</li><li>1 twin lascannon</li><li>1 twin volkite culverin</li><li>1 Dreadnought chainfist and 1 combi-bolter</li><li>1 Dreadnought combat weapon and 1 combi-bolter</li></ul>"
2719,2,•,"Each of this model’s combi-bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 graviton blaster</li><li>1 heavy flamer</li><li>1 plasma blaster</li></ul>"
2719,3,•,This model can be equipped with 1 cyclone missile launcher.
2720,1,•,"This model’s twin heavy bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 multi-melta</li><li>1 twin assault cannon</li><li>1 twin lascannon</li></ul>"
2720,2,•,This model can be equipped with 1 hunter-killer missile.
2720,3,•,This model can be equipped with 1 storm bolter.
2721,1,•,This model’s twin heavy bolter can be replaced with 1 twin lascannon.
2721,2,•,This model’s heavy onslaught gatling cannon can be replaced with 1 las-talon.
2722,1,•,This model’s macro plasma incinerator can be replaced with 1 heavy laser destroyer.
2722,2,•,This model can be equipped with 1 ironhail heavy stubber.
2722,3,•,This model can be equipped with 1 Icarus rocket pod.
2723,1,•,This model can be equipped with 1 hunter-killer missile.
2724,1,•,None
2725,1,•,None
2727,1,•,This model can be equipped with 1 hunter-killer missile.
2727,2,•,This model can be equipped with 1 storm bolter.
2728,1,•,This model can be equipped with 1 hunter-killer missile.
2728,2,•,This model can be equipped with 1 storm bolter.
2729,1,•,None
2731,1,•,"This model’s Enforcer pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autogun</li><li>1 lasgun</li><li>1 shotgun</li></ul>"
2731,2,•,"This model’s Enforcer melee weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"
2732,1,•,"Any numbers of models’ heavy stubbers can each be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 heavy bolter</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>"
2733,1,•,None
2734,1,•,One model’s Ogryn weapon can be replaced with 1 Ogryn power drill.
2735,1,•,None
2736,1,•,"Any number of models can each have their twin big shoota replaced with one of the following:<ul style=""list-style-type:circle""><li>1 kopta rockets</li><li>1 kustom mega-blasta</li></ul>"
2736,2,•,Any number of models can each be equipped with 1 killsaw.
2737,1,•,"For every 5 models in this unit, 1 model’s heavy bolt pistol can be replaced with 1 plasma pistol."
2737,2,•,"For every 5 models in this unit, 1 model’s Astartes chainsword can be replaced with 1 eviscerator."
2737,3,•,"1 model’s Astartes chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"
2737,4,•,"For every 5 models in this unit, 1 model’s heavy bolt pistol and Astartes chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 hand flamer and 1 Astartes chainsword</li><li>1 hand flamer and 1 power fist</li><li>1 hand flamer and 1 power weapon</li><li>1 heavy bolt pistol and 1 power fist</li><li>1 heavy bolt pistol and 1 power weapon</li><li>1 inferno pistol and 1 Astartes chainsword</li><li>1 inferno pistol and 1 power fist</li><li>1 inferno pistol and 1 power weapon</li><li>1 plasma pistol and 1 Astartes chainsword</li><li>1 plasma pistol and 1 power fist</li><li>1 plasma pistol and 1 power weapon</li></ul>"
2738,1,•,None
2739,1,•,None
2740,1,•,This model can be equipped with 1 hunter-killer missile.
2740,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy flamer</li><li>1 multi-melta</li></ul>"
2741,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
2741,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
2741,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
2741,4,•,This model can be equipped with 1 hunter-killer missile.
2742,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
2742,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
2742,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
2742,4,•,This model can be equipped with 1 hunter-killer missile.
2743,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
2743,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
2743,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
2743,4,•,This model can be equipped with 1 hunter-killer missile.
2744,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
2744,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
2744,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
2744,4,•,This model can be equipped with 1 hunter-killer missile.
2745,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
2745,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
2745,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
2745,4,•,This model can be equipped with 1 hunter-killer missile.
2746,1,•,"For every 5 models in this unit, up to two Tempestus Scions can each have their hot-shot lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 hot-shot volley gun</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"
2746,2,•,1 Tempestus Scion’s hot-shot lasgun can be replaced with 1 hot-shot laspistol and 1 vox-caster.
2746,3,•,"The Tempestor’s chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"
2746,4,•,"The Tempestor’s hot-shot laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"
2746,5,*,"* You cannot select the same weapon from this list more than once per unit, unless this unit contains 10 models, in which case you cannot select the same weapon more than twice  per unit."
2748,1,•,"For every 3 models in this unit, 1 model’s plasma talon can be replaced with 1 Astartes grenade launcher."
2755,1,•,This model can be equipped with 1 Prosperine khopesh.
2758,1,•,None
2759,1,•,"This model’s shuriken pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 death spinner</li><li>1 Dragon fusion gun</li><li>1 Dragon fusion pistol</li><li>1 Reaper launcher</li></ul>"
2759,2,•,"This model’s star glaive can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Banshee blade</li><li>1 Scorpion chainsword</li></ul>"
2760,1,•,This model’s storm bolter can be replaced with 1 combi-weapon.
2760,2,•,This model’s blessed wardings can be replaced with 1 psychic gifts and 1 psychic shock wave.
2760,3,•,"If this model is equipped with 1 psychic gifts, its Inquisitorial melee weapon can be replaced with 1 force weapon."
2760,4,•,"If this model is equipped with 1 psychic gifts, its storm bolter can be replaced with 1 psycannon."
2761,1,•,"The Legionnaire Sergeant’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol and 1 power weapon</li><li>1 plasma pistol and 1 power weapon</li><li>1 bolt pistol and 1 Astartes chainsword</li><li>1 plasma pistol and 1 Astartes chainsword</li></ul>"
2761,2,•,"One Legionnaire’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Heavy flamer</li><li>1 Multi-melta</li></ul>"
2761,3,•,"One Legionnaire’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Flamer</li><li>1 Meltagun</li><li>1 Plasma gun</li></ul>"
2763,1,•,None
2764,1,•,None
2766,1,•,None
2767,1,•,"For every 5 Inquisitorial Agents in this unit, it can be equipped with 1 Tome-skull."
2767,2,•,"For every 5 Inquisitorial Agents in this unit, 1 Inquisitorial Agent can be equipped with 1 plasma pistol.**"
2767,3,•,"For every 5 Inquisitorial Agents in this unit, 1 Inquisitorial Agent can be equipped with 1 eviscerator.**"
2767,4,•,"For every 5 Inquisitorial Agents in this unit, 1 Inquisitorial Agent can be equipped with 1 mystic stave.**"
2767,5,•,"Any number of Gun Servitors can each have their heavy bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 multi-melta</li><li>1 plasma cannon</li></ul>"
2767,6,*,<i>**The some model cannot be equipped with more than one of these wargear options.</i>
2768,1,•,This model can be equipped with 1 hunter-killer missile.
2768,2,•,This model can be equipped with 1 storm bolter.
2768,3,•,"This model’s twin heavy bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 multi-melta</li><li>1 twin assault cannon</li><li>1 twin lascannon</li><li>1 twin psycannon</li></ul>"
2769,1,•,"This model’s graviton pulsar can be replaced with one of the following;<ul style=""list-style-type:circle""><li>1 siege claw and 1 rad cleanser</li><li>1 lightning lock</li><li>1 conversion beam cannon</li><li>1 volkite veuglaire</li></ul>"
2769,2,•,"This model’s volkite veuglaire can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 siege claw and 1 rad cleanser</li><li>1 graviton pulsar</li><li>1 lightning lock</li><li>1 conversion beam cannon</li></ul>"
2775,1,•,This model’s bolt rifle and close combat weapon can be replaced with 1 power weapon.
2776,1,•,"For every 5 models in this unit, 1 Assault Intercessor with Jump Pack’s heavy bolt pistol can be replaced with 1 plasma pistol."
2776,2,•,"The Assault Intercessor Sergeant with Jump Pack’s Astartes chainsword can be replaced with one of the following: <br><ul style=""list-style-type:circle""><li>1 power weapon </li><li>1 power fist </li></ul>"
2776,3,•,"The Assault Intercessor Sergeant with Jump Pack’s heavy bolt pistol can be replaced with one of the following: <br><ul style=""list-style-type:circle""><li>1 hand flamer</li><li>1 plasma pistol</li></ul>"
2779,1,•,"One model equipped with a Deathwatch marksman bolt carbine can be equipped with one of<br>the following:<ul style=""list-style-type:circle""><li>1 helix gauntlet</li><li>1 Infiltrator comms array</li></ul>"
2779,2,•,One model can replace its bolt sniper rifle with 1 instigator bolt carbine.
2779,3,•,Any number of models can each replace their bolt sniper rifle with 1 las fusil.
2779,4,•,Any number of models can each replace their combat knife with 1 Deathwatch bolt carbine and 1 close combat weapon.
2780,1,•,"The Kill Team Sergeant can replace its Deathwatch bolt rifle with one of the following:<ul style=""list-style-type:circle""><li>1 Astartes chainsword</li><li>1 hand flamer</li><li>1 plasma pistol</li><li>1 power weapon</li></ul>"
2780,2,•,"The Kill Team Sergeant can replace its close combat weapon with one of the following:<br><ul style=""list-style-type:circle""><li>1 Astartes chainsword</li><li>1 power fist</li><li>1 power weapon</li><li>1 thunder hammer</li></ul>"
2780,3,•,"For every 5 models in this unit, 1 model equipped with a Deathwatch bolt rifle can be equipped with 1 Astartes grenade launcher."
2780,4,•,One model equipped with a plasma incinerator can replace its bolt pistol with 1 plasma pistol.
2780,5,•,1 model can replace its superfrag rocket launcher with 1 vengor launcher.
2780,6,•,Any number of models can each replace their superfrag rocket launcher with 1 superkrak rocket launcher.
2781,1,•,"For every 5 models in this unit, 1 model can replace its Deathwatch heavy bolt rifle with 1 Deathwatch heavy bolter."
2781,2,•,1 model can replace its melta rifle with 1 multi-melta.
2781,3,•,Any number of models can each have their flamestorm gauntlets replaced with 1 auto boltstorm gauntlets and 1 fragstorm grenade launcher.
2783,1,•,"For every 5 models in this unit, up to 2 models can each have their boltgun and power weapon replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 boltgun, 1 Astartes shield and 1 close combat weapon</li><li>1 power weapon and 1 Astartes shield</li></ul>"
2783,2,•,"For every 5 models in this unit, up to 2 models can each have their boltgun and power weapon replaced with 1 Deathwatch thunder hammer."
2783,3,•,"For every 5 models in this unit, 1 model can have its boltgun and power weapon replaced with 1 stalker-pattern boltgun and 1 close combat weapon."
2783,4,•,"For every 5 models in this unit, up to 2 models can each have their boltgun and power weapon replaced with 1 Deathwatch shotgun and 1 close combat weapon."
2783,5,•,"For every 5 models in this unit, 1 model can have its boltgun and power weapon replaced with 1 frag cannon and 1 close combat weapon."
2783,6,•,"For every 5 models in this unit, 1 model can have its boltgun and power weapon replaced with 1 infernus heavy bolter and 1 close combat weapon."
2783,7,•,1 model’s boltgun and power weapon can be replaced with 1 Black Shield blades.
2783,8,•,The Watch Sergeant’s power weapon can be replaced with 1 xenophase blade.
2783,9,•,The Watch Sergeant’s boltgun can be replaced with 1 combi-weapon.
2786,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironhail heavy stubber</li><li>1 multi-melta</li></ul>"
2786,2,•,This model’s 2 storm bolters can be replaced with 2 fragstorm grenade launchers.
2786,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 bellicatus missile array</li><li>1 ironhail skytalon array</li><li>1 orbital comms array</li><li>1 shield dome</li></ul>"
2787,1,•,This model’s 2 storm bolters can be replaced with 2 fragstorm grenade launchers.
2787,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironhail heavy stubber</li><li>1 multi-melta</li></ul>"
2787,3,•,This model can be equipped with 1 Icarus rocket pod.
2788,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironhail heavy stubber</li><li>1 multi-melta</li></ul>"
2788,2,•,This model can be equipped with 1 Icarus rocket pod.
2789,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironhail heavy stubber</li><li>1 multi-melta</li></ul>"
2789,2,•,This model can be equipped with 1 Icarus rocket pod.
2790,1,•,This model’s macro plasma incinerator can be replaced with 1 heavy laser destroyer.
2790,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 ironhail heavy stubber</li><li>1 multi-melta</li></ul>"
2790,3,•,This model can be equipped with 1 Icarus rocket pod.
2791,1,•,This model’s twin heavy bolter can be replaced with 1 twin lascannon.
2791,2,•,This model’s heavy onslaught gatling cannon can be replaced with 1 las-talon.
2791,3,•,This model can be equipped with 1 multi-melta.
2793,1,•,This model’s combi-weapon can be replaced with 1 heavy bolt pistol.
2793,2,•,This model’s master-crafted power weapon can be replaced with 1 Astartes chainsword.
2794,1,•,None
2796,1,•,This model’s plasma pistol can be replaced with one combi-weapon.
2798,1,•,Any number of Sword Brothers can each have their Astartes chainsword replaced with 1 master-crafted power weapon.
2798,2,•,"For every 5 models in this unit, 1 Sword Brother’s Astartes chainsword can be replaced with 1 thunder hammer."
2798,3,•,"For every 5 models in this unit, 1 Sword Brother’s heavy bolt pistol can be replaced with 1 plasma pistol."
2798,4,•,"For every 5 models in this unit, up to 2 Sword Brothers can each have their heavy bolt pistol replaced with 1 pyre pistol."
2798,5,•,"For every 5 models in this unit, 1 Sword Brother’s heavy bolt pistol and Astartes chainsword can be replaced with 1 twin lightning claws."
2799,1,•,The Sword Brother’s heavy bolt pistol can be replaced with 1 pyre pistol.
2799,2,•,Any number of Neophytes can each have their bolt pistol and Astartes chainsword replaced with 1 Neophyte firearm and 1 close combat weapon.
2799,3,•,Any number of Initiates can each have their bolt rifle replaced with 1 heavy bolt pistol and 1 Astartes chainsword.
2799,4,•,"For every 10 models in this unit, up to 2 Initiates can each have their bolt rifle replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 heavy bolt pistol and 1 power fist</li><li>1 pyreblaster</li></ul>"
2801,1,•,"This model’s assault cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 helfrost cannon</li><li>1 multi-melta</li></ul>"
2801,2,•,This model’s storm bolter can be replaced with 1 heavy flamer.
2801,3,•,"This model’s assault cannon, storm bolter and Dreadnought combat weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Fenrisian greataxe, 1 blizzard shield and 1 storm bolter</li><li>1 Fenrisian greataxe, 1 blizzard shield and 1 heavy flamer</li></ul>"
2807,1,•,"This model can be equipped with up to three of the following (but cannot be equipped with duplicates of the same weapon):<ul style=""list-style-type:circle""><li>1 Castellum air defence missiles</li><li>1 multi-melta</li><li>1 twin assault cannon</li><li>1 twin heavy bolter</li><li>1 twin heavy flamer</li><li>1 twin lascannon</li></ul>"
2807,2,•,"This model can be equipped with up to two of the following (but cannot be equipped with duplicates of the same weapon):<ul style=""list-style-type:circle""><li>1 Castellum air defence missiles</li><li>1 Castellum battle cannon</li><li>1 Castellum Icarus quad lascannon</li><li>1 multi-melta</li><li>1 twin heavy bolter</li><li>1 twin assault cannon</li><li>1 twin heavy flamer</li><li>1 twin lascannon</li><li>1 Whirlwind castellan launcher</li><li>Comms antenna</li></ul>"
2808,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 comms antenna</li><li>1 Icarus lascannon</li><li>1 quad-gun</li></ul>"
2809,1,•,None
2810,1,•,None
2811,1,•,This unit’s quad-gun can be replaced with 1 Icarus lascannon.
3582,1,•,The Khorne Berzerker Champion’s bolt pistol can be replaced with 1 plasma pistol.
3582,2,•,"For every 5 models in this unit, 1 Khorne Berzerker’s bolt pistol can be replaced with 1 plasma pistol."
3582,3,•,"For every 5 models in this unit, 1 Khorne Berzerker’s chainblade can be replaced with 1 Khornate eviscerator."
3582,4,•,1 model can be equipped with 1 icon of Khorne.
3583,1,•,The Aspiring Sorcerer’s inferno bolt pistol can be replaced with 1 warpflame pistol.
3583,2,•,1 Rubric Marine’s inferno boltgun can be replaced with 1 soulreaper cannon.
3583,3,•,Any number of Rubric Marines can each have their inferno boltgun replaced with 1 warpflamer.
3583,4,•,1 Rubric Marine can be equipped with 1 icon of flame.
3584,1,•,"The Plague Champion’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma gun</li><li>1 plasma pistol</li></ul>"
3584,2,•,"The Plague Champion’s plague knives can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bubotic weapons</li><li>1 power fist</li></ul>"
3584,3,•,"For every 5 models in this unit, 1 Plague Marine’s boltgun can be replaced with 1 blight launcher."
3584,4,•,"For every 5 models in this unit, 1 Plague Marine’s boltgun can be replaced with 1 plague spewer."
3584,5,•,"For every 5 models in this unit, 1 Plague Marine’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 meltagun</li><li>1 plague belcher</li><li>1 plasma gun</li></ul>"
3584,6,•,"For every 5 models in this unit, up to 2 Plague Marines can each have their boltgun replaced with 1 bubotic weapons."
3584,7,•,"For every 5 models in this unit, up to 2 Plague Marines can each have their boltgun replaced with 1 heavy plague weapon."
3584,8,•,One Plague Marine equipped with a boltgun can be equipped with 1 icon of despair. This model’s boltgun cannot be replaced.
3585,1,•,This model’s Thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.
3585,2,•,This model’s Thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery
3586,1,•,None
3587,1,•,This model’s impaler harpoon and slaughter blade can be replaced with 1 twin slaughter blade.
3588,1,•,This model’s Thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.
3588,2,•,This model’s Thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery
3589,1,•,None
3590,1,•,None
3591,1,•,This model’s Thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.
3591,2,•,This model’s Thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery
3592,1,•,"This model’s bolt pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 plasma pistol</li><li>1 combi-bolter</li><li>1 combi-weapon</li><li>1 accursed weapon</li><li>1 power fist</li></ul>"
3592,2,•,"This model’s Astartes chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li><li>1 accursed weapon</li><li>1 power fist</li></ul>"
3592,3,•,This model’s bolt pistol and Astartes chainsword can be replaced with 1 paired accursed weapons.
3593,1,•,None
3594,1,•,This model’s 2 twin autocannons can be replaced with 2 twin lascannons.
3595,1,•,This model’s autocannon can be replaced with 1 havoc launcher.
3596,1,•,None
3597,1,•,"This model’s bolt pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 plasma pistol</li><li>1 combi-bolter</li><li>1 combi-weapon</li><li>1 accursed weapon</li><li>1 power fist</li></ul>"
3597,2,•,"This model’s Astartes chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li><li>1 accursed weapon</li><li>1 power fist</li></ul>"
3597,3,•,This model’s bolt pistol and Astartes chainsword can be replaced with 1 paired accursed weapons.
3598,1,•,This model’s 2 twin autocannons can be replaced with 2 twin lascannons.
3599,1,•,This model’s autocannon can be replaced with 1 havoc launcher.
3600,1,•,"This model’s bolt pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 plasma pistol</li><li>1 combi-bolter</li><li>1 combi-weapon</li><li>1 accursed weapon</li><li>1 Astartes chainsword</li><li>1 power fist</li></ul>"
3601,1,•,This model’s 2 twin autocannons can be replaced with 2 twin lascannons.
3602,1,•,This model’s autocannon can be replaced with 1 havoc launcher.
3603,1,•,"This model’s 2 combi-bolters can be replaced with one of the following<ul style=""list-style-type:circle""><li>2 heavy flamers</li><li>2 twin volkite chargers</li></ul>"
3604,1,•,"This model’s 2 combi-bolters can be replaced with one of the following<ul style=""list-style-type:circle""><li>2 heavy flamers</li><li>2 twin volkite chargers</li></ul>"
3605,1,•,"This model’s 2 combi-bolters can be replaced with one of the following<ul style=""list-style-type:circle""><li>2 heavy flamers</li><li>2 twin volkite chargers</li></ul>"
3606,1,•,"This model’s 2 combi-bolters can be replaced with one of the following<ul style=""list-style-type:circle""><li>2 heavy flamers</li><li>2 twin volkite chargers</li></ul>"
3607,1,•,This model’s 2 twin volkite culverins can be replaced with 2 twin multi-melta
3607,2,•,This model can be equipped with 1 hunter-killer missile.
3607,3,•,This model can be equipped with 1 storm bolter.
3608,1,•,This model’s 2 twin volkite culverins can be replaced with 2 twin multi-melta
3608,2,•,This model can be equipped with 1 hunter-killer missile.
3608,3,•,This model can be equipped with 1 storm bolter.
3609,1,•,This model’s 2 twin volkite culverins can be replaced with 2 twin multi-melta
3609,2,•,This model can be equipped with 1 hunter-killer missile.
3609,3,•,This model can be equipped with 1 storm bolter.
3610,1,•,This model’s 2 twin volkite culverins can be replaced with 2 twin multi-melta
3610,2,•,This model can be equipped with 1 hunter-killer missile.
3610,3,•,This model can be equipped with 1 storm bolter.
3611,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 multi-melta</li><li>1 twin heavy bolter</li><li>1 twin heavy flamer</li></ul>"
3611,2,•,This model can be equipped with 1 hunter-killer missile.
3611,3,•,This model can be equipped with 1 storm bolter.
3611,4,•,This model can be equipped with 1 explorator augury web.
3612,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 multi-melta</li><li>1 twin heavy bolter</li><li>1 twin heavy flamer</li></ul>"
