datasheet_id,ability_id,type
1392,,Datasheet
1392,,Wargear
1392,,Wargear profile
1393,8339,Core
1393,9894,Faction
1393,,Datasheet
1394,8346,Core
1394,,Datasheet
1394,,Datasheet
1396,8346,Core
1396,,Datasheet
1396,,Datasheet
1396,,Datasheet
1397,,Datasheet
1397,,Special (правая колонка)
1398,8338,Core
1398,,Datasheet
1398,,Wargear
1398,,Wargear
1398,,Fortification (левая колонка)
1400,8346,Core
1400,9894,Faction
1400,,Datasheet
1400,,Datasheet
1400,,Datasheet
1406,8345,Core
1406,8336,Core
1406,8337,Core
1406,,Datasheet
1406,,Datasheet
1406,,Special (правая колонка)
1423,8339,Core
1423,8350,Faction
1423,,Datasheet
1423,,Datasheet
1423,,Datasheet
1446,8343,Core
1446,8338,Core
1446,8346,Core
1446,8391,Faction
1446,,Datasheet
1446,,Datasheet
1446,,Special (правая колонка)
1447,8343,Core
1447,8346,Core
1447,8391,Faction
1447,,Datasheet
1447,,Datasheet
1447,,Wargear
1448,8343,Core
1448,8346,Core
1448,8391,Faction
1448,,Datasheet
1448,,Datasheet
1449,8346,Core
1449,8391,Faction
1449,,Datasheet
1449,,Datasheet
1450,8343,Core
1450,8391,Faction
1450,,Wargear
1450,,Datasheet
1450,,Datasheet
1453,8343,Core
1453,8391,Faction
1453,,Wargear
1453,,Datasheet
1453,,Datasheet
1454,8391,Faction
1454,,Datasheet
1454,,Datasheet
1455,8343,Core
1455,8346,Core
1455,8433,Faction
1455,,Datasheet
1455,,Datasheet
1456,8343,Core
1456,8346,Core
1456,8433,Faction
1456,,Datasheet
1456,,Datasheet
1458,8339,Core
1458,8391,Faction
1458,,Datasheet
1460,8339,Core
1460,8391,Faction
1460,,Datasheet
1461,8339,Core
1461,8391,Faction
1461,,Datasheet
1462,8343,Core
1462,8346,Core
1462,8433,Faction
1462,,Datasheet
1462,,Datasheet
1463,8343,Core
1463,8346,Core
1463,8433,Faction
1463,,Datasheet
1463,,Datasheet
1464,8343,Core
1464,8346,Core
1464,8433,Faction
1464,,Datasheet
1464,,Datasheet
1465,8339,Core
1465,8343,Core
1465,8338,Core
1465,8433,Faction
1465,,Datasheet
1465,,Datasheet
1465,,Datasheet
1466,8343,Core
1466,8346,Core
1466,8433,Faction
1466,,Datasheet
1466,,Datasheet
1467,8343,Core
1467,8338,Core
1467,8346,Core
1467,8433,Faction
1467,,Datasheet
1467,,Datasheet
1468,8343,Core
1468,8346,Core
1468,8433,Faction
1468,,Datasheet
1468,,Datasheet
1469,8343,Core
1469,8346,Core
1469,8433,Faction
1469,,Datasheet
1469,,Datasheet
1470,8345,Core
1470,8433,Faction
1470,,Datasheet
1470,,Datasheet
1470,,Datasheet
1472,8346,Core
1472,8424,Faction
1472,,Datasheet
1472,,Datasheet
1474,,Datasheet
1476,8339,Core
1476,8338,Core
1476,,Datasheet
1476,,Datasheet
1477,8343,Core
1477,8346,Core
1477,8439,Faction
1477,,Datasheet
1477,,Wargear
1477,,Wargear
1477,,Wargear
1478,8343,Core
1478,8346,Core
1478,8439,Faction
1478,,Datasheet
1478,,Wargear
1478,,Wargear
1478,,Wargear
1479,8339,Core
1479,8391,Faction
1479,,Datasheet
1479,,Datasheet
1481,8339,Core
1481,8458,Faction
1481,,Datasheet
1482,8339,Core
1482,8458,Faction
1482,,Datasheet
1483,8339,Core
1483,8458,Faction
1483,8460,Faction
1483,,Datasheet
1483,,Datasheet
1484,8339,Core
1484,8458,Faction
1484,8460,Faction
1484,,Datasheet
1484,,Datasheet
1485,8339,Core
1485,8458,Faction
1485,8460,Faction
1485,,Datasheet
1485,,Datasheet
1486,8339,Core
1486,8458,Faction
1486,8460,Faction
1486,,Datasheet
1486,,Datasheet
1523,8345,Core
1523,8337,Core
1523,8350,Faction
1523,,Datasheet
1524,8350,Faction
1524,,Datasheet
1524,,Datasheet
1524,,Special (правая колонка)
1525,8382,Faction
1525,,Wargear
1525,,Wargear
1525,,Datasheet
1525,,Special (правая колонка)
1526,8382,Faction
1526,,Wargear
1526,,Wargear
1526,,Datasheet
1526,,Special (правая колонка)
1527,8346,Core
1527,8350,Faction
1527,,Datasheet
1527,,Datasheet
1527,,Datasheet
1527,,Wargear profile
1533,8339,Core
1533,8343,Core
1533,8382,Faction
1533,,Datasheet
1536,8346,Core
1536,3676,Faction
1536,,Datasheet
1536,,Datasheet
1536,,Wargear
1537,8339,Core
1537,8346,Core
1537,3676,Faction
1537,,Datasheet
1537,,Datasheet
1538,8339,Core
1538,3676,Faction
1538,,Datasheet
1539,8339,Core
1539,3676,Faction
1539,,Datasheet
1540,8339,Core
1540,3676,Faction
1540,,Datasheet
1541,8339,Core
1541,3676,Faction
1541,,Datasheet
1542,8339,Core
1542,3676,Faction
1542,,Datasheet
1542,,Datasheet
1545,8339,Core
1545,3676,Faction
1545,,Datasheet
1545,,Datasheet
1545,,Datasheet
1546,8343,Core
1546,8338,Core
1546,8346,Core
1546,,Datasheet
1546,,Datasheet
1553,8346,Core
1553,8466,Faction
1553,,Datasheet
1553,,Datasheet
1553,,Special (правая колонка)
1556,8343,Core
1556,8346,Core
1556,8359,Faction
1556,,Datasheet
1556,,Datasheet
1557,8339,Core
1557,8391,Faction
1557,,Datasheet
1558,8343,Core
1558,8391,Faction
1558,,Datasheet
1558,,Datasheet
1558,,Special (правая колонка)
1559,8343,Core
1559,8391,Faction
1559,,Datasheet
1559,,Datasheet
1559,,Special (правая колонка)
1560,8391,Faction
1560,,Datasheet
1560,,Datasheet
1560,,Special (правая колонка)
1561,8343,Core
1561,8391,Faction
1561,,Wargear
1561,,Datasheet
1561,,Datasheet
1561,,Special (правая колонка)
1562,8339,Core
1562,8391,Faction
1562,,Datasheet
1563,8343,Core
1563,8391,Faction
1563,,Datasheet
1563,,Datasheet
1563,,Special (правая колонка)
1564,8339,Core
1564,8342,Core
1564,8391,Faction
1564,,Datasheet
1565,8346,Core
1565,8344,Core
1565,8337,Core
1565,,Datasheet
1565,,Datasheet
1567,8343,Core
1567,8346,Core
1567,,Datasheet
1567,,Datasheet
1568,8343,Core
1568,8340,Core
1568,8346,Core
1568,,Datasheet
1568,,Datasheet
1569,8343,Core
1569,8345,Core
1569,8336,Core
1569,8337,Core
1569,,Datasheet
1569,,Datasheet
1569,,Datasheet
1570,8343,Core
1570,8336,Core
1570,,Datasheet
1570,,Datasheet
1571,8343,Core
1571,8346,Core
1571,,Datasheet
1571,,Datasheet
1572,8343,Core
1572,8346,Core
1572,,Datasheet
1572,,Datasheet
1572,,Wargear
1573,8339,Core
1573,8344,Core
1573,,Datasheet
1573,,Wargear
1573,,Wargear
1573,,Wargear
1574,8344,Core
1574,8337,Core
1574,8501,Faction
1574,,Datasheet
1574,,Datasheet
1576,8339,Core
1576,,Datasheet
1576,,Datasheet
1576,,Datasheet
1576,,Fortification (левая колонка)
1577,8339,Core
1577,8369,Faction
1577,,Datasheet
1577,,Datasheet
1579,8338,Core
1579,8346,Core
1579,8452,Faction
1579,,Datasheet
1579,,Datasheet
1579,,Datasheet
1580,8382,Faction
1580,8346,Core
1580,,Datasheet
1580,,Datasheet
1581,8346,Core
1581,8359,Faction
1581,,Datasheet
1581,,Datasheet
1583,8359,Faction
1583,,Datasheet
1583,,Datasheet
1584,8346,Core
1584,8359,Faction
1584,,Datasheet
1584,,Datasheet
1586,8339,Core
1586,8359,Faction
1586,,Datasheet
1587,8339,Core
1587,8359,Faction
1587,,Datasheet
1587,,Datasheet
1587,,Datasheet
1588,8345,Core
1588,8433,Faction
1588,,Datasheet
1588,,Datasheet
1588,,Datasheet
1589,8343,Core
1589,8340,Core
1589,8346,Core
1589,8433,Faction
1589,,Datasheet
1589,,Datasheet
1596,8345,Core
1596,8336,Core
1596,8337,Core
1596,,Datasheet
1596,,Datasheet
1596,,Wargear profile
1598,8345,Core
1598,8336,Core
1598,8337,Core
1598,9894,Faction
1598,,Datasheet
1598,,Datasheet
1600,8346,Core
1600,8359,Faction
1600,,Datasheet
1600,,Datasheet
1601,8338,Core
1601,8359,Faction
1601,,Datasheet
1601,,Special (правая колонка)
1603,8537,Faction
1603,8338,Core
1603,,Datasheet
1604,8359,Faction
1604,,Datasheet
1606,8350,Faction
1606,,Datasheet
1607,8339,Core
1607,8350,Faction
1607,,Datasheet
1607,,Wargear profile
1608,8339,Core
1608,8350,Faction
1608,,Wargear
1608,,Datasheet
1608,,Wargear profile
1609,8339,Core
1609,8342,Core
1609,8350,Faction
1609,,Datasheet
1610,8339,Core
1610,8343,Core
1610,8350,Faction
1610,,Datasheet
1611,8346,Core
1611,8350,Faction
1611,,Datasheet
1611,,Datasheet
1630,8537,Faction
1630,8343,Core
1630,8338,Core
1630,,Wargear
1630,,Datasheet
1647,8343,Core
1647,8340,Core
1647,8346,Core
1647,8433,Faction
1647,,Datasheet
1647,,Datasheet
1648,8339,Core
1648,8343,Core
1648,8433,Faction
1648,,Datasheet
1648,,Datasheet
1648,,Datasheet
1649,8343,Core
1649,8346,Core
1649,8433,Faction
1649,,Datasheet
1649,,Datasheet
1650,8339,Core
1650,8334,Core
1650,8382,Faction
1650,,Datasheet
1650,,Datasheet
1651,8339,Core
1651,8382,Faction
1651,,Datasheet
1651,,Datasheet
1658,8339,Core
1658,8512,Faction
1658,8513,Faction
1658,,Datasheet
1658,,Datasheet
1659,8339,Core
1659,8512,Faction
1659,8513,Faction
1659,,Datasheet
1659,,Datasheet
1660,8339,Core
1660,8512,Faction
1660,8513,Faction
1660,,Datasheet
1660,,Datasheet
1661,8339,Core
1661,8512,Faction
1661,8513,Faction
1661,,Datasheet
1661,,Datasheet
1662,8339,Core
1662,8512,Faction
1662,8513,Faction
1662,,Datasheet
1662,,Wargear profile
1663,8339,Core
1663,8512,Faction
1663,,Datasheet
1663,,Wargear profile
1664,8339,Core
1664,8458,Faction
1664,8460,Faction
1664,,Datasheet
1664,,Wargear profile
1666,8339,Core
1666,8350,Faction
1666,,Datasheet
1667,8339,Core
1667,8350,Faction
1667,,Datasheet
1668,8345,Core
1668,8337,Core
1668,8350,Faction
1668,,Datasheet
1668,,Datasheet
1680,8339,Core
1680,8342,Core
1680,8391,Faction
1680,,Datasheet
1822,8382,Faction
1822,,Datasheet
1822,,Datasheet
1822,,Special (правая колонка)
1825,8339,Core
1825,8350,Faction
1825,,Datasheet
1991,8339,Core
1991,8343,Core
1991,8350,Faction
1991,,Datasheet
1993,8346,Core
1993,3676,Faction
1993,,Datasheet
1993,,Datasheet
1994,8339,Core
1994,,Datasheet
1994,,Wargear profile
1997,8338,Core
1997,8350,Faction
1997,,Datasheet
1997,,Datasheet
1997,,Special (правая колонка)
2063,8346,Core
2063,8466,Faction
2063,,Datasheet
2063,,Datasheet
2063,,Primarch
2063,,Primarch
2063,,Primarch
2063,,Primarch
2063,,Primarch
2063,,Primarch
2064,8339,Core
2064,8346,Core
2064,8466,Faction
2064,,Datasheet
2064,,Datasheet
2066,8343,Core
2066,8466,Faction
2066,,Datasheet
2066,,Wargear
2067,8339,Core
2067,8338,Core
2067,8466,Faction
2067,,Datasheet
2067,,Wargear
2068,8339,Core
2068,8466,Faction
2068,,Datasheet
2068,,Datasheet
2068,,Primarch
2076,8350,Faction
2076,,Datasheet
2077,8339,Core
2077,8538,Faction
2077,,Datasheet
2077,,Datasheet
2080,8346,Core
2080,3676,Faction
2080,,Wargear
2080,,Datasheet
2080,,Datasheet
2081,8382,Faction
2081,,Datasheet
2082,8344,Core
2082,8382,Faction
2082,,Wargear
2082,,Datasheet
2083,8343,Core
2083,8382,Faction
2083,,Datasheet
2084,8343,Core
2084,8382,Faction
2084,,Datasheet
2085,8339,Core
2085,8343,Core
2085,8342,Core
2085,8382,Faction
2085,,Wargear
2085,,Wargear
2085,,Datasheet
2086,8339,Core
2086,8342,Core
2086,8382,Faction
2086,,Wargear
2086,,Wargear
2086,,Datasheet
2087,8339,Core
2087,8342,Core
2087,8382,Faction
2087,,Wargear
2087,,Wargear
2087,,Datasheet
2088,8338,Core
2088,8346,Core
2088,8344,Core
2088,,Datasheet
2088,,Datasheet
2088,,Datasheet
2090,8346,Core
2090,8452,Faction
2090,,Datasheet
2090,,Datasheet
2090,,Datasheet
2092,8338,Core
2092,8369,Faction
2092,,Datasheet
2092,,Datasheet
2092,,Datasheet
2093,8537,Faction
2093,8336,Core
2093,,Datasheet
2093,,Datasheet
2098,8350,Faction
2098,,Datasheet
2098,,Datasheet
2099,8350,Faction
2099,,Datasheet
2100,8346,Core
2100,8350,Faction
2100,,Datasheet
2100,,Datasheet
2102,8339,Core
2102,8343,Core
2102,8350,Faction
2102,,Datasheet
2103,8350,Faction
2103,,Wargear
2103,,Datasheet
2103,,Datasheet
2103,,Datasheet
2105,8343,Core
2105,8346,Core
2105,8350,Faction
2105,,Datasheet
2105,,Datasheet
2105,,Fortification (левая колонка)
2108,8346,Core
2108,8369,Faction
2108,,Datasheet
2108,,Datasheet
2109,8346,Core
2109,8369,Faction
2109,,Datasheet
2109,,Datasheet
2110,8369,Faction
2110,,Wargear
2110,,Datasheet
2111,8369,Faction
2111,,Datasheet
2111,,Datasheet
2111,,Special (правая колонка)
2112,8338,Core
2112,8369,Faction
2112,,Datasheet
2114,8369,Faction
2114,,Datasheet
2114,,Datasheet
2115,8339,Core
2115,8369,Faction
2115,,Datasheet
2116,8369,Faction
2116,,Datasheet
2173,8339,Core
2173,8350,Faction
2173,,Datasheet
2173,,Wargear profile
2199,8346,Core
2199,8350,Faction
2199,,Datasheet
2199,,Datasheet
2199,,Datasheet
2202,8350,Faction
2202,,Datasheet
2202,,Datasheet
2202,,Datasheet
2234,8346,Core
2234,8350,Faction
2234,,Datasheet
2234,,Datasheet
2252,8339,Core
2252,8350,Faction
2252,,Datasheet
2255,8350,Faction
2255,,Datasheet
2258,8339,Core
2258,8350,Faction
2258,,Datasheet
2258,,Wargear profile
2266,8346,Core
2266,8350,Faction
2266,,Datasheet
2266,,Datasheet
2267,8339,Core
2267,8343,Core
2267,8350,Faction
2267,,Datasheet
2268,8339,Core
2268,8350,Faction
2268,,Datasheet
2268,,Wargear profile
2268,,Wargear profile
2269,8339,Core
2269,8350,Faction
2269,,Datasheet
2270,8350,Faction
2270,,Datasheet
2285,8338,Core
2285,8350,Faction
2285,,Datasheet
2285,,Datasheet
2285,,Special (правая колонка)
2291,8346,Core
2291,8350,Faction
2291,,Datasheet
2291,,Datasheet
2296,8346,Core
2296,8350,Faction
2296,,Datasheet
2296,,Datasheet
2302,8343,Core
2302,8350,Faction
2302,,Wargear
2302,,Datasheet
2302,,Datasheet
2302,,Datasheet
2302,,Special (правая колонка)
2350,8346,Core
2350,8369,Faction
2350,,Datasheet
2350,,Datasheet
2351,8346,Core
2351,8369,Faction
2351,,Wargear
2351,,Wargear
2351,,Datasheet
2351,,Datasheet
2352,8346,Core
2352,8369,Faction
2352,,Datasheet
2352,,Datasheet
2353,8346,Core
2353,8369,Faction
2353,,Datasheet
2353,,Datasheet
2354,8346,Core
2354,8369,Faction
2354,,Datasheet
2354,,Datasheet
2355,8343,Core
2355,8336,Core
2355,8369,Faction
2355,,Datasheet
2355,,Datasheet
2357,8339,Core
2357,8338,Core
2357,8369,Faction
2357,,Datasheet
2357,,Datasheet
2357,,Special (правая колонка)
2358,8343,Core
2358,8369,Faction
2358,,Wargear
2358,,Datasheet
2359,8369,Faction
2359,,Datasheet
2360,8339,Core
2360,8369,Faction
2360,,Datasheet
2360,,Datasheet
2360,,Special (правая колонка)
2360,,Special (правая колонка)
2360,,Primarch
2360,,Primarch
2360,,Primarch
2361,8369,Faction
2361,,Datasheet
2361,,Datasheet
2361,,Datasheet
2361,,Special (правая колонка)
2362,8339,Core
2362,8369,Faction
2362,,Datasheet
2362,,Datasheet
2362,,Fortification (левая колонка)
2363,8338,Core
2363,8537,Faction
2363,,Datasheet
2374,,Wargear
2374,,Datasheet
2374,,Special (правая колонка)
2375,8346,Core
2375,,Datasheet
2375,,Datasheet
2377,8343,Core
2377,,Datasheet
2377,,Special (правая колонка)
2378,8346,Core
2378,8377,Faction
2378,,Datasheet
2378,,Datasheet
2378,,Special (правая колонка)
2379,8339,Core
2379,8334,Core
2379,,Datasheet
2379,,Wargear profile
2453,8339,Core
2453,3676,Faction
2453,,Datasheet
2453,,Datasheet
2459,8339,Core
2459,,Datasheet
2459,,Datasheet
2459,,Datasheet
2459,,Special (правая колонка)
2460,8343,Core
2460,8346,Core
2460,8396,Faction
2460,,Datasheet
2460,,Datasheet
2461,8339,Core
2461,8396,Faction
2461,,Datasheet
2462,8339,Core
2462,8396,Faction
2462,,Datasheet
2462,,Datasheet
2462,,Datasheet
2462,,Fortification (левая колонка)
2468,8343,Core
2468,8346,Core
2468,8350,Faction
2468,,Wargear
2468,,Datasheet
2468,,Datasheet
2471,8507,Faction
2471,,Datasheet
2471,,Datasheet
2471,,Datasheet
2471,,Datasheet
2471,,Special (правая колонка)
2472,8346,Core
2472,8466,Faction
2472,,Datasheet
2472,,Datasheet
2473,8346,Core
2473,8350,Faction
2473,,Datasheet
2473,,Datasheet
2477,8382,Faction
2477,8346,Core
2477,,Datasheet
2477,,Datasheet
2478,8346,Core
2478,8382,Faction
2478,,Datasheet
2478,,Datasheet
2479,8339,Core
2479,8346,Core
2479,8466,Faction
2479,,Datasheet
2479,,Datasheet
2479,,Special (правая колонка)
2480,8346,Core
2480,8466,Faction
2480,,Datasheet
2480,,Datasheet
2481,8466,Faction
2481,,Datasheet
2482,8346,Core
2482,8466,Faction
2482,,Datasheet
2482,,Datasheet
2483,8466,Faction
2483,,Datasheet
2484,8339,Core
2484,8466,Faction
2484,,Datasheet
2484,,Wargear profile
2485,8340,Core
2485,8345,Core
2485,8336,Core
2485,8337,Core
2485,8377,Faction
2485,,Datasheet
2485,,Datasheet
2485,,Special (правая колонка)
2488,8338,Core
2488,8346,Core
2488,3676,Faction
2488,,Datasheet
2488,,Datasheet
2489,8338,Core
2489,8346,Core
2489,3676,Faction
2489,,Datasheet
2489,,Datasheet
2490,8338,Core
2490,8346,Core
2490,3676,Faction
2490,,Datasheet
2490,,Datasheet
2491,8338,Core
2491,8346,Core
2491,3676,Faction
2491,,Wargear
2491,,Datasheet
2491,,Datasheet
2492,8339,Core
2492,8338,Core
2492,8346,Core
2492,3676,Faction
2492,,Datasheet
2492,,Datasheet
2493,8338,Core
2493,8346,Core
2493,3676,Faction
2493,,Datasheet
2493,,Datasheet
2494,8338,Core
2494,3676,Faction
2494,,Datasheet
2496,8338,Core
2496,3676,Faction
2496,,Datasheet
2496,,Wargear
2497,8339,Core
2497,8338,Core
2497,3676,Faction
2497,,Datasheet
2497,,Wargear profile
2498,8339,Core
2498,8338,Core
2498,8334,Core
2498,3676,Faction
2498,,Datasheet
2498,,Wargear profile
2499,8339,Core
2499,8334,Core
2499,3676,Faction
2499,,Datasheet
2499,,Datasheet
2499,,Datasheet
2500,8346,Core
2500,8424,Faction
2500,,Datasheet
2500,,Datasheet
2501,8339,Core
2501,,Datasheet
2507,8345,Core
2507,8466,Faction
2507,,Datasheet
2507,,Wargear
2507,,Wargear
2509,8452,Faction
2509,,Datasheet
2509,,Special (правая колонка)
2518,8343,Core
2518,8346,Core
2518,8391,Faction
2518,,Datasheet
2518,,Datasheet
2519,8343,Core
2519,8338,Core
2519,8346,Core
2519,8391,Faction
2519,,Datasheet
2519,,Datasheet
2520,8346,Core
2520,8344,Core
2520,,Datasheet
2520,,Datasheet
2520,,Datasheet
2521,,Datasheet
2521,,Datasheet
2522,,Datasheet
2522,,Datasheet
2523,8344,Core
2523,,Datasheet
2523,,Datasheet
2524,8339,Core
2524,8334,Core
2524,,Datasheet
2524,,Datasheet
2524,,Wargear profile
2525,8343,Core
2525,8345,Core
2525,8336,Core
2525,8337,Core
2525,,Datasheet
2525,,Datasheet
2525,,Wargear profile
2528,8339,Core
2528,8343,Core
2528,707,Faction
2528,705,Faction
2528,,Datasheet
2528,,Datasheet
2529,8343,Core
2529,8336,Core
2529,8337,Core
2529,705,Faction
2529,,Datasheet
2529,,Datasheet
2530,8343,Core
2530,8345,Core
2530,8346,Core
2530,8344,Core
2530,8350,Faction
2530,,Datasheet
2530,,Datasheet
2531,8344,Core
2531,9894,Faction
2531,,Datasheet
2531,,Wargear
2532,8344,Core
2532,9894,Faction
2532,,Datasheet
2532,,Wargear
2532,,Wargear
2532,,Wargear
2533,8344,Core
2533,8337,Core
2533,9894,Faction
2533,,Datasheet
2534,8346,Core
2534,9894,Faction
2534,9896,Faction
2534,,Datasheet
2534,,Datasheet
2534,,Fortification (левая колонка)
2534,,Wargear
2535,8346,Core
2535,8337,Core
2535,9894,Faction
2535,9896,Faction
2535,,Datasheet
2535,,Datasheet
2535,,Wargear
2535,,Fortification (левая колонка)
2536,9894,Faction
2536,9896,Faction
2536,,Datasheet
2536,,Wargear
2537,8336,Core
2537,9894,Faction
2537,9896,Faction
2537,,Datasheet
2537,,Datasheet
2537,,Wargear
2537,,Fortification (левая колонка)
2538,8340,Core
2538,8336,Core
2538,8337,Core
2538,9894,Faction
2538,9896,Faction
2538,,Datasheet
2538,,Datasheet
2538,,Fortification (левая колонка)
2538,,Wargear
2539,9894,Faction
2539,9896,Faction
2539,,Datasheet
2540,8339,Core
2540,8337,Core
2540,9894,Faction
2540,9896,Faction
2540,,Datasheet
2541,8339,Core
2541,8334,Core
2541,9894,Faction
2541,9896,Faction
2541,,Datasheet
2542,8346,Core
2542,9894,Faction
2542,9896,Faction
2542,,Datasheet
2542,,Datasheet
2542,,Fortification (левая колонка)
2543,8346,Core
2543,9894,Faction
2543,9896,Faction
2543,,Datasheet
2543,,Datasheet
2543,,Fortification (левая колонка)
2544,8339,Core
2544,8343,Core
2544,9894,Faction
2544,9896,Faction
2544,,Datasheet
2544,,Datasheet
2544,,Fortification (левая колонка)
2562,8339,Core
2562,8512,Faction
2562,,Datasheet
2563,8339,Core
2563,8344,Core
2563,8512,Faction
2563,,Datasheet
2564,8339,Core
2564,8512,Faction
2564,,Datasheet
2565,8339,Core
2565,8512,Faction
2565,,Datasheet
2566,8339,Core
2566,8512,Faction
2566,,Datasheet
2567,8339,Core
2567,8512,Faction
2567,8513,Faction
2567,,Datasheet
2567,,Datasheet
2568,8339,Core
2568,8334,Core
2568,8350,Faction
2568,,Datasheet
2568,,Wargear
2568,,Wargear
2569,8346,Core
2569,8359,Faction
2569,,Datasheet
2569,,Datasheet
2569,,Wargear
2570,8359,Faction
2570,,Datasheet
2570,,Wargear
2571,8338,Core
2571,8344,Core
2571,8359,Faction
2571,,Datasheet
2572,8339,Core
2572,8359,Faction
2572,,Datasheet
2582,8339,Core
2582,8343,Core
2582,8433,Faction
2582,,Datasheet
2582,,Datasheet
2582,,Datasheet
2583,8343,Core
2583,8345,Core
2583,8433,Faction
2583,,Datasheet
2583,,Datasheet
2583,,Datasheet
2584,8343,Core
2584,8433,Faction
2584,,Wargear
2584,,Wargear
2584,,Datasheet
2584,,Special (правая колонка)
2587,8452,Faction
2587,,Datasheet
2587,,Datasheet
2587,,Datasheet
2587,,Wargear
2587,,Wargear profile
2588,8345,Core
2588,8337,Core
2588,,Wargear
2588,,Datasheet
2589,8346,Core
2589,8359,Faction
2589,,Datasheet
2589,,Datasheet
2590,8359,Faction
2590,,Datasheet
2591,8338,Core
2591,8359,Faction
2591,,Datasheet
2592,8338,Core
2592,8359,Faction
2592,,Datasheet
2593,8346,Core
2593,10432,Faction
2593,,Datasheet
2593,,Datasheet
2593,,Wargear
2594,8346,Core
2594,10432,Faction
2594,,Datasheet
2594,,Datasheet
2594,,Wargear
2594,,Wargear
2595,8346,Core
2595,10432,Faction
2595,,Datasheet
2595,,Datasheet
2595,,Wargear
2595,,Wargear
2596,8346,Core
2596,10432,Faction
2596,,Datasheet
2596,,Datasheet
2597,8346,Core
2597,10432,Faction
2597,,Datasheet
2597,,Datasheet
2597,,Datasheet
2598,8338,Core
2598,10432,Faction
2598,,Datasheet
2598,,Datasheet
2598,,Wargear
2599,10432,Faction
2599,,Datasheet
2599,,Wargear
2599,,Wargear
2600,8338,Core
2600,10432,Faction
2600,,Datasheet
2600,,Datasheet
2601,8344,Core
2601,10432,Faction
2601,,Datasheet
2601,,Wargear
2601,,Wargear
2601,,Wargear
2602,8339,Core
2602,10432,Faction
2602,,Datasheet
2603,10432,Faction
2603,,Datasheet
2603,,Wargear profile
2604,8339,Core
2604,10432,Faction
2604,,Datasheet
2604,,Wargear
2604,,Wargear profile
2604,,Wargear profile
2605,8346,Core
2605,8377,Faction
2605,,Datasheet
2605,,Datasheet
2605,,Special (правая колонка)
2605,,Special (правая колонка)
2606,8346,Core
2606,8377,Faction
2606,,Datasheet
2606,,Datasheet
2606,,Special (правая колонка)
2607,8346,Core
2607,8377,Faction
2607,,Datasheet
2607,,Datasheet
2607,,Special (правая колонка)
2609,8346,Core
2609,8377,Faction
2609,,Datasheet
2609,,Wargear
2609,,Wargear
2609,,Wargear
2609,,Special (правая колонка)
2610,,Datasheet
2610,,Datasheet
2610,,Datasheet
2610,,Special (правая колонка)
2612,,Datasheet
2612,,Wargear
2613,,Datasheet
2613,,Wargear
2613,,Wargear
2614,8344,Core
2614,,Datasheet
2614,,Wargear
2615,8344,Core
2615,,Datasheet
2615,,Wargear
2615,,Wargear
2616,,Datasheet
2617,8339,Core
2617,,Datasheet
2619,,Datasheet
2619,,Datasheet
2619,,Datasheet
2619,,Datasheet
2619,,Special (правая колонка)
2621,8339,Core
2621,8343,Core
2621,8428,Faction
2621,,Datasheet
2621,,Datasheet
2621,,Fortification (левая колонка)
2621,,Primarch
2621,,Primarch
2621,,Primarch
2622,8346,Core
2622,8428,Faction
2622,,Datasheet
2622,,Datasheet
2622,,Datasheet
2623,8346,Core
2623,8343,Core
2623,8344,Core
2623,8428,Faction
2623,,Datasheet
2623,,Datasheet
2624,8339,Core
2624,8428,Faction
2624,,Datasheet
2624,,Datasheet
2624,,Datasheet
2625,8346,Core
2625,8428,Faction
2625,,Datasheet
2625,,Datasheet
2626,8346,Core
2626,8428,Faction
2626,,Datasheet
2626,,Datasheet
2627,8428,Faction
2627,,Datasheet
2627,,Wargear
2628,8428,Faction
2628,,Datasheet
2628,,Wargear
2629,8343,Core
2629,8428,Faction
2629,,Datasheet
2630,8344,Core
2630,8428,Faction
2630,,Datasheet
2631,8343,Core
2631,8428,Faction
2631,,Datasheet
2632,8339,Core
2632,8428,Faction
2632,,Datasheet
2632,,Datasheet
2633,8338,Core
2633,8344,Core
2633,8428,Faction
2633,,Datasheet
2634,8339,Core
2634,8428,Faction
2634,,Datasheet
2635,8339,Core
2635,8428,Faction
2635,,Datasheet
2635,,Datasheet
2636,8339,Core
2636,8428,Faction
2636,,Datasheet
2637,8339,Core
2637,8428,Faction
2637,,Datasheet
2638,8339,Core
2638,8428,Faction
2638,,Datasheet
2639,8339,Core
2639,8428,Faction
2639,,Datasheet
2639,,Datasheet
2640,8339,Core
2640,8334,Core
2640,8428,Faction
2640,,Datasheet
2641,8339,Core
2641,8342,Core
2641,8428,Faction
2641,,Datasheet
2642,8339,Core
2642,8428,Faction
2642,,Datasheet
2642,,Datasheet
2677,8343,Core
2677,8346,Core
2677,8350,Faction
2677,,Datasheet
2677,,Datasheet
2677,,Wargear
2678,8338,Core
2678,8346,Core
2678,8350,Faction
2678,,Datasheet
2678,,Datasheet
2679,8339,Core
2679,8343,Core
2679,8359,Faction
2679,,Datasheet
2679,,Datasheet
2679,,Datasheet
2682,8343,Core
2682,8340,Core
2682,8350,Faction
2682,,Datasheet
2682,,Datasheet
2682,,Datasheet
2682,,Special (правая колонка)
2682,,Primarch
2682,,Primarch
2682,,Primarch
2683,8452,Faction
2683,,Datasheet
2683,,Wargear
2684,8452,Faction
2684,,Datasheet
2684,,Wargear
2685,8452,Faction
